token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
science oceans ship,1,1,1,1,1,2
science paleoclimate indicators,1,1,1,1,1,2
science plant community,1,1,1,1,1,2
science program ecosystem,1,1,1,1,1,2
science services education,1,1,1,1,1,2
science vegetation community,1,1,1,1,1,2
science water isotope,1,1,1,1,1,2
sciences climate arctic,1,1,1,1,1,2
sciences exp prog,1,1,1,1,1,2
sciences fisheries earth,1,1,1,1,1,2
scintillometer oceanography arctic,1,1,1,1,1,2
sdsu sky arrow,1,1,1,1,1,2
sea air sea,1,1,1,1,1,2
sea arctic ocean,1,1,1,1,1,2
sea bering strait,1,1,1,1,1,2
sea ctd dbo4,1,1,1,1,1,2
sea dbo distributed,1,1,1,1,1,2
sea east twin,1,1,1,1,1,2
sea gas transfer,1,1,1,1,1,2
sea ice arctic,1,1,1,1,1,2
sea ice bacteria,1,1,1,1,1,2
sea ice galciers,1,1,1,1,1,2
sea ice greenland,1,1,1,1,1,2
sea ice historical,1,1,1,1,1,2
sea ice leads,1,1,1,1,1,2
sea ice lgm,1,1,1,1,1,2
sea ice marine,1,1,1,1,1,2
sea ice microbiology,1,1,1,1,1,2
sea ice ocean,1,1,1,1,1,2
sea ice phytoplankton,1,1,1,1,1,2
sea ice polymers,1,1,1,1,1,2
sea ice polynyas,1,1,1,1,1,2
sea level ocean,1,1,1,1,1,2
sea level seasonality,1,1,1,1,1,2
sea noaa dbo,1,1,1,1,1,2
sea northern bering,1,1,1,1,1,2
sea polar ocean,1,1,1,1,1,2
sea productivity particle,1,1,1,1,1,2
sea xray computed,1,1,1,1,1,2
seafloor topography bathymetry,1,1,1,1,1,2
seal tag greenland,1,1,1,1,1,2
seals walruses porpoise,1,1,1,1,1,2
seaplane recreation destination,1,1,1,1,1,2
seasonality temperature temporal,1,1,1,1,1,2
seawater sampling biology,1,1,1,1,1,2
seawater sediments silica,1,1,1,1,1,2
seawater stable isotopes,1,1,1,1,1,2
secondary growth snowfence,1,1,1,1,1,2
secular variation psv,1,1,1,1,1,2
sediment charcoal carbonate,1,1,1,1,1,2
sediment chemistry metagenomics,1,1,1,1,1,2
sediment chlorophyll dbo,1,1,1,1,1,2
sediment concentration carnivore,1,1,1,1,1,2
sediment concentration river,1,1,1,1,1,2
sediment core data,1,1,1,1,1,2
sediment cosmogenic plio,1,1,1,1,1,2
sediment dna holocene,1,1,1,1,1,2
sediment flux sediment,1,1,1,1,1,2
sediment moraine sediments,1,1,1,1,1,2
sediment organic matter,1,1,1,1,1,2
sediment plio pleistocene,1,1,1,1,1,2
sediment radiocarbon dating,1,1,1,1,1,2
sediment sediment organic,1,1,1,1,1,2
sediment traps earth,1,1,1,1,1,2
sediment traps mooring,1,1,1,1,1,2
sedimentation arctic alaska,1,1,1,1,1,2
sediments biogenic sediments,1,1,1,1,1,2
sediments ellesmere island,1,1,1,1,1,2
sediments elson lagoon,1,1,1,1,1,2
sediments field survey,1,1,1,1,1,2
sediments mineralogy ice,1,1,1,1,1,2
sediments periglacial porcesses,1,1,1,1,1,2
sediments sediment composition,1,1,1,1,1,2
sediments sedimentation earth,1,1,1,1,1,2
sediments ship oceans,1,1,1,1,1,2
sediments ship station,1,1,1,1,1,2
sediments silica streams,1,1,1,1,1,2
sediments stratigraphic sequence,1,1,1,1,1,2
sediments stream bedload,1,1,1,1,1,2
seedlings fires disturbance,1,1,1,1,1,2
segy aquifer seismic,1,1,1,1,1,2
seismic data continuous,1,1,1,1,1,2
seismic data greenland,1,1,1,1,1,2
seismic exploration arctic,1,1,1,1,1,2
seismic refraction cryoseismology,1,1,1,1,1,2
seismic tundra trails,1,1,1,1,1,2
seismology broadband seismic,1,1,1,1,1,2
seismology leconte glacier,1,1,1,1,1,2
sensing glaciology glacier,1,1,1,1,1,2
sensing gt spectrometers,1,1,1,1,1,2
sensing huslia erosion,1,1,1,1,1,2
sensing instruments gt,1,1,1,1,1,2
sensor core logger,1,1,1,1,1,2
sensor field survey,1,1,1,1,1,2
sensors accelerometers accelerometers,1,1,1,1,1,2
sensors borehole deformation,1,1,1,1,1,2
sensors drifting buoy,1,1,1,1,1,2
sensors drifting ice,1,1,1,1,1,2
sensors manned permanent,1,1,1,1,1,2
sensors observatory multiple,1,1,1,1,1,2
sensors polar cyberinfrastructure,1,1,1,1,1,2
sensors soil heat,1,1,1,1,1,2
sensors thermistors earth,1,1,1,1,1,2
sensors thermocouples thermocouples,1,1,1,1,1,2
sensors thermometers dry,1,1,1,1,1,2
sensors thermometers wet,1,1,1,1,1,2
sentinel imagery 2016,1,1,1,1,1,2
series imnavait atigun,1,1,1,1,1,2
service aquatic invasive,1,1,1,1,1,2
services education outreach,1,1,1,1,1,2
services models cryosphere,1,1,1,1,1,2
severe cyclonic storms,1,1,1,1,1,2
seward peninsula instream,1,1,1,1,1,2
sg dalton highway,1,1,1,1,1,2
sheba scintillometer oceanography,1,1,1,1,1,2
sheba spo nipher,1,1,1,1,1,2
sheep earth science,1,1,1,1,1,2
sheet airborne radar,1,1,1,1,1,2
sheet computed tomography,1,1,1,1,1,2
sheet glaciers submarine,1,1,1,1,1,2
sheet holocene computed,1,1,1,1,1,2
sheet laurentide ice,1,1,1,1,1,2
sheet melt water,1,1,1,1,1,2
sheet motion geomery,1,1,1,1,1,2
sheet ocean glacier,1,1,1,1,1,2
sheet percolation zone,1,1,1,1,1,2
sheet snow density,1,1,1,1,1,2
sheet temperature glacier,1,1,1,1,1,2
sheets ablation zones,1,1,1,1,1,2
sheets beryllium 10,1,1,1,1,1,2
sheets firn earth,1,1,1,1,1,2
sheets glaciers icebergs,1,1,1,1,1,2
sheets ground penetrating,1,1,1,1,1,2
sheets ocean temperature,1,1,1,1,1,2
sheets snow ice,1,1,1,1,1,2
ship ctd ocean,1,1,1,1,1,2
ship models analyses,1,1,1,1,1,2
ship mooring multiple,1,1,1,1,1,2
ship multiple 500,1,1,1,1,1,2
ship oceanography biology,1,1,1,1,1,2
ship oceanography biota,1,1,1,1,1,2
ship oceanography chemistry,1,1,1,1,1,2
ship oceanography oceans,1,1,1,1,1,2
ship sonobuoy biology,1,1,1,1,1,2
ship station 30,1,1,1,1,1,2
ship station daily,1,1,1,1,1,2
ship station oceans,1,1,1,1,1,2
ship trajectory 250,1,1,1,1,1,2
ship transect 30,1,1,1,1,1,2
ship transect unknown,1,1,1,1,1,2
ship unknown biota,1,1,1,1,1,2
ship unknown inlandwaters,1,1,1,1,1,2
ship unknown oceans,1,1,1,1,1,2
shortwave radiation relative,1,1,1,1,1,2
shrub encroachment climate,1,1,1,1,1,2
shrub growth forms,1,1,1,1,1,2
shrub moss tussock,1,1,1,1,1,2
shrub ring betula,1,1,1,1,1,2
shrub ring growth,1,1,1,1,1,2
shrub ring salix,1,1,1,1,1,2
shrubs growth rings,1,1,1,1,1,2
shrubs riparian corridors,1,1,1,1,1,2
siberia carbon cycling,1,1,1,1,1,2
siberia permafrost larch,1,1,1,1,1,2
siberia transpiration energy,1,1,1,1,1,2
silica production phytoplankton,1,1,1,1,1,2
silica streams avak,1,1,1,1,1,2
simulator satellite image,1,1,1,1,1,2
site tubutulik river,1,1,1,1,1,2
size distribution optical,1,1,1,1,1,2
size earth science,1,1,1,1,1,2
size magnetic susceptibility,1,1,1,1,1,2
size suspended sediment,1,1,1,1,1,2
skin temperature earth,1,1,1,1,1,2
sky arrow arctic,1,1,1,1,1,2
sky brightness temperature,1,1,1,1,1,2
slope cape espenebrg,1,1,1,1,1,2
snags fires disturbance,1,1,1,1,1,2
snow accumulation alaska,1,1,1,1,1,2
snow accumulation north,1,1,1,1,1,2
snow carbon cycle,1,1,1,1,1,2
snow chemistry glaciers,1,1,1,1,1,2
snow chemistry trace,1,1,1,1,1,2
snow citzen science,1,1,1,1,1,2
snow cover automatic,1,1,1,1,1,2
snow cover degradation,1,1,1,1,1,2
snow cover field,1,1,1,1,1,2
snow density grain,1,1,1,1,1,2
snow density kuparuk,1,1,1,1,1,2
snow density swe,1,1,1,1,1,2
snow depth ecology,1,1,1,1,1,2
snow depth field,1,1,1,1,1,2
snow depth hydrology,1,1,1,1,1,2
snow depth kuparuk,1,1,1,1,1,2
snow depth magnaprobe,1,1,1,1,1,2
snow depth observatory,1,1,1,1,1,2
snow depth vegetation,1,1,1,1,1,2
snow greenland ice,1,1,1,1,1,2
snow guage arctic,1,1,1,1,1,2
snow ice field,1,1,1,1,1,2
snow ice gcw,1,1,1,1,1,2
snow isotope oxygen,1,1,1,1,1,2
snow kuparuk river,1,1,1,1,1,2
snow melt automatic,1,1,1,1,1,2
snow melt field,1,1,1,1,1,2
snow melt observatory,1,1,1,1,1,2
snow melt runoff,1,1,1,1,1,2
snow model firn,1,1,1,1,1,2
snow precipitation water,1,1,1,1,1,2
snow size distribution,1,1,1,1,1,2
snow snowfence carbon,1,1,1,1,1,2
snow soil boreal,1,1,1,1,1,2
snow stratigraphy alaska,1,1,1,1,1,2
snow stream stable,1,1,1,1,1,2
snow summit greenland,1,1,1,1,1,2
snow weather station,1,1,1,1,1,2
snowfence carbon cycle,1,1,1,1,1,2
snowfence winter processes,1,1,1,1,1,2
soa bc organic,1,1,1,1,1,2
social behavior vulnerability,1,1,1,1,1,2
social ecological systems,1,1,1,1,1,2
social network analysis,1,1,1,1,1,2
social sciences exp,1,1,1,1,1,2
social transitions demographic,1,1,1,1,1,2
societies arctic indigenous,1,1,1,1,1,2
society oceans environment,1,1,1,1,1,2
socio linguistics language,1,1,1,1,1,2
soil boreal birch,1,1,1,1,1,2
soil carbon betula,1,1,1,1,1,2
soil carbon carbon,1,1,1,1,1,2
soil carbon dioxide,1,1,1,1,1,2
soil carbon fire,1,1,1,1,1,2
soil carbon microbial,1,1,1,1,1,2
soil color earth,1,1,1,1,1,2
soil cryostratigraphy tundra,1,1,1,1,1,2
soil fertilization isotope,1,1,1,1,1,2
soil heat flux,1,1,1,1,1,2
soil heat probe,1,1,1,1,1,2
soil horizons fires,1,1,1,1,1,2
soil microbiome metagenome,1,1,1,1,1,2
soil moisture air,1,1,1,1,1,2
soil moisture earth,1,1,1,1,1,2
soil moisture permafrost,1,1,1,1,1,2
soil moisture trade,1,1,1,1,1,2
soil nitrogen soil,1,1,1,1,1,2
soil nutrients burns,1,1,1,1,1,2
soil organic carbon,1,1,1,1,1,2
soil organic layer,1,1,1,1,1,2
soil organic matter,1,1,1,1,1,2
soil porosity earth,1,1,1,1,1,2
soil productivity earth,1,1,1,1,1,2
soil properties soil,1,1,1,1,1,2
soil root larix,1,1,1,1,1,2
soil snow kuparuk,1,1,1,1,1,2
soil snow permafrost,1,1,1,1,1,2
soil soil respiration,1,1,1,1,1,2
soil structure earth,1,1,1,1,1,2
soil temperature alpine,1,1,1,1,1,2
soil temperature arctic,1,1,1,1,1,2
soil temperature fires,1,1,1,1,1,2
soil temperature kuparuk,1,1,1,1,1,2
soil temperature snow,1,1,1,1,1,2
soil temperature tundra,1,1,1,1,1,2
soil warming soil,1,1,1,1,1,2
soil water holding,1,1,1,1,1,2
soils arctic ecology,1,1,1,1,1,2
soils microflora earth,1,1,1,1,1,2
soils phosphorus earth,1,1,1,1,1,2
soils reclamation revegetation,1,1,1,1,1,2
soils shrubs riparian,1,1,1,1,1,2
soils soil color,1,1,1,1,1,2
soils soil porosity,1,1,1,1,1,2
soils soil productivity,1,1,1,1,1,2
soils soil structure,1,1,1,1,1,2
soils soil texture,1,1,1,1,1,2
soils soil water,1,1,1,1,1,2
soils vegetation ground,1,1,1,1,1,2
solutes ions isotopes,1,1,1,1,1,2
sonar profilers sounders,1,1,1,1,1,2
sonar submarine transect,1,1,1,1,1,2
sonobuoy biology oceanography,1,1,1,1,1,2
sound kelp benthos,1,1,1,1,1,2
sound kelp hydrography,1,1,1,1,1,2
sound kelp primary,1,1,1,1,1,2
sound oceanography arctic,1,1,1,1,1,2
sounder earth remote,1,1,1,1,1,2
sounders aircraft grid,1,1,1,1,1,2
sounders drifting buoy,1,1,1,1,1,2
sounders drilling platform,1,1,1,1,1,2
sounders tovs tiros,1,1,1,1,1,2
sounders xcp expendable,1,1,1,1,1,2
source firn segy,1,1,1,1,1,2
south cascade glacier,1,1,1,1,1,2
south pole gisp2,1,1,1,1,1,2
space radiation dosimeter,1,1,1,1,1,2
spaceborne thermal emission,1,1,1,1,1,2
spacer moist acidic,1,1,1,1,1,2
species composition leaf,1,1,1,1,1,2
species manned permanent,1,1,1,1,1,2
species predation earth,1,1,1,1,1,2
species recruitment earth,1,1,1,1,1,2
specific ion meters,1,1,1,1,1,2
spectral band sun,1,1,1,1,1,2
spectrometer field survey,1,1,1,1,1,2
spectrometer fourier transform,1,1,1,1,1,2
spectrometer manned field,1,1,1,1,1,2
spectrometer manned permanent,1,1,1,1,1,2
spectrometers aircraft station,1,1,1,1,1,2
spectrometers aircraft weekly,1,1,1,1,1,2
spectrometers automatic remote,1,1,1,1,1,2
spectrometers ftir spectrometer,1,1,1,1,1,2
spectrometers gt spectrometers,1,1,1,1,1,2
spectrometers radiometers aster,1,1,1,1,1,2
spectrometers radiometers etm,1,1,1,1,1,2
spectrometers radiometers gt,1,1,1,1,1,2
spectrometers radiometers icp,1,1,1,1,1,2
spectrometers radiometers mas,1,1,1,1,1,2
spectrometers radiometers tm,1,1,1,1,1,2
spectrometers ship vertical,1,1,1,1,1,2
spectrometers spectrometers aircraft,1,1,1,1,1,2
spectrometers spectrometers automatic,1,1,1,1,1,2
spectroscopy conservative tracers,1,1,1,1,1,2
spectroscopy field survey,1,1,1,1,1,2
speed meteorological station,1,1,1,1,1,2
speed sap flow,1,1,1,1,1,2
speleothems geochronology canada,1,1,1,1,1,2
spill lake oil,1,1,1,1,1,2
spills earth remote,1,1,1,1,1,2
spo nipher snow,1,1,1,1,1,2
spp willow continent,1,1,1,1,1,2
spread cva var,1,1,1,1,1,2
springs creek traditional,1,1,1,1,1,2
springs earth science,1,1,1,1,1,2
spruce burn transpiration,1,1,1,1,1,2
spruce respiration snow,1,1,1,1,1,2
stability earth science,1,1,1,1,1,2
stable carbon isotopes,1,1,1,1,1,2
stable isotope composition,1,1,1,1,1,2
stable isotope geochemistry,1,1,1,1,1,2
stable isotope tracing,1,1,1,1,1,2
stable isotopes arctcic,1,1,1,1,1,2
stable isotopes avak,1,1,1,1,1,2
stable isotopes carbon,1,1,1,1,1,2
stable isotopes kuparuk,1,1,1,1,1,2
stable isotopes major,1,1,1,1,1,2
stable isotopes streams,1,1,1,1,1,2
stake chamberlin glacier,1,1,1,1,1,2
static temperature earth,1,1,1,1,1,2
station aircraft image,1,1,1,1,1,2
station alaska meteorological,1,1,1,1,1,2
station alaska weather,1,1,1,1,1,2
station annual oceans,1,1,1,1,1,2
station arctic arctic,1,1,1,1,1,2
station arctic birds,1,1,1,1,1,2
station arctic environment,1,1,1,1,1,2
station arctic insect,1,1,1,1,1,2
station arctic mammals,1,1,1,1,1,2
station automated surface,1,1,1,1,1,2
station biota geoscientificinformation,1,1,1,1,1,2
station climatologymeteorologyatmosphere environment,1,1,1,1,1,2
station geoscientificinformation environment,1,1,1,1,1,2
station greenland ice,1,1,1,1,1,2
station image 1,1,1,1,1,1,2
station kite image,1,1,1,1,1,2
station meteorological data,1,1,1,1,1,2
station oceanography arctic,1,1,1,1,1,2
station orthomosaic toolik,1,1,1,1,1,2
station radiation par,1,1,1,1,1,2
station station 100,1,1,1,1,1,2
station station daily,1,1,1,1,1,2
station station unknown,1,1,1,1,1,2
station surface mass,1,1,1,1,1,2
station transect unknown,1,1,1,1,1,2
station unknown climatologymeteorologyatmosphere,1,1,1,1,1,2
station unknown geoscientificinformation,1,1,1,1,1,2
station unknown hourly,1,1,1,1,1,2
status income poverty,1,1,1,1,1,2
stefansson sound oceanography,1,1,1,1,1,2
sterols charcoal xrf,1,1,1,1,1,2
stim comp res,1,1,1,1,1,2
stomatal conductance tree,1,1,1,1,1,2
storage advection dispersion,1,1,1,1,1,2
strait environment oceans,1,1,1,1,1,2
strait marine sediment,1,1,1,1,1,2
strategies historical ecology,1,1,1,1,1,2
stratospheric ozone depletion,1,1,1,1,1,2
stream bedload suspended,1,1,1,1,1,2
stream earth remote,1,1,1,1,1,2
stream habitat earth,1,1,1,1,1,2
stream stable isotopes,1,1,1,1,1,2
stream water chemistry,1,1,1,1,1,2
streaming ice tilt,1,1,1,1,1,2
streams automated surface,1,1,1,1,1,2
streams particulate phosphorus,1,1,1,1,1,2
streams water column,1,1,1,1,1,2
stress earth science,1,1,1,1,1,2
stress sensors observatory,1,1,1,1,1,2
structure recruitment colonization,1,1,1,1,1,2
subarctic fire aquatic,1,1,1,1,1,2
subarctic fire tundra,1,1,1,1,1,2
subarctic tundra fire,1,1,1,1,1,2
submarine melt meltwater,1,1,1,1,1,2
submarine melting iceberg,1,1,1,1,1,2
submarine transect unknown,1,1,1,1,1,2
subsidence earth science,1,1,1,1,1,2
subsistence alaska wildlife,1,1,1,1,1,2
subsistence strategies historical,1,1,1,1,1,2
subspathacea grazing trampling,1,1,1,1,1,2
succession forest fire,1,1,1,1,1,2
sulfide ice core,1,1,1,1,1,2
summit carbon monoxide,1,1,1,1,1,2
summit firn firn,1,1,1,1,1,2
summit greenland infrared,1,1,1,1,1,2
sun photometer field,1,1,1,1,1,2
support classroom activities,1,1,1,1,1,2
supprt logisti arctic,1,1,1,1,1,2
supprt logisti cyberinfrastructure,1,1,1,1,1,2
surface brightness temperature,1,1,1,1,1,2
surface earth science,1,1,1,1,1,2
surface energy balance,1,1,1,1,1,2
surface geomorphology earth,1,1,1,1,1,2
surface geomorphology eolian,1,1,1,1,1,2
surface layer momentum,1,1,1,1,1,2
surface mobile hydrology,1,1,1,1,1,2
surface sea surface,1,1,1,1,1,2
surface seawater atmosphere,1,1,1,1,1,2
surface soils earth,1,1,1,1,1,2
surface soils phosphorus,1,1,1,1,1,2
surface surface thermal,1,1,1,1,1,2
surface temperature indices,1,1,1,1,1,2
surface temperature lst,1,1,1,1,1,2
surface temperature snow,1,1,1,1,1,2
surface thermal properties,1,1,1,1,1,2
surface topography contours,1,1,1,1,1,2
surface topography earth,1,1,1,1,1,2
surface topography landforms,1,1,1,1,1,2
surface topography terrain,1,1,1,1,1,2
surface topography terrestrial,1,1,1,1,1,2
surface water arctic,1,1,1,1,1,2
surface water earth,1,1,1,1,1,2
surface water wetlands,1,1,1,1,1,2
surfrad models analyses,1,1,1,1,1,2
survey aircraft transect,1,1,1,1,1,2
survey annual biota,1,1,1,1,1,2
survey annual climatologymeteorologyatmosphere,1,1,1,1,1,2
survey environment geoscientificinformation,1,1,1,1,1,2
survey grid environment,1,1,1,1,1,2
survey grid geoscientificinformation,1,1,1,1,1,2
survey image 1,1,1,1,1,1,2
survey observatory automated,1,1,1,1,1,2
survey observatory satellite,1,1,1,1,1,2
survey ship station,1,1,1,1,1,2
survey society environment,1,1,1,1,1,2
survey station 1,1,1,1,1,1,2
survey trajectory 1,1,1,1,1,1,2
survey transect 100,1,1,1,1,1,2
survey transect annual,1,1,1,1,1,2
survey transect arctic,1,1,1,1,1,2
survey transect vertical,1,1,1,1,1,2
survey unknown daily,1,1,1,1,1,2
survey unknown decadal,1,1,1,1,1,2
surveying tools earth,1,1,1,1,1,2
surveys fine scale,1,1,1,1,1,2
survival rates earth,1,1,1,1,1,2
susceptibility gamma ray,1,1,1,1,1,2
suspended sediment moraine,1,1,1,1,1,2
suspended sediment sediment,1,1,1,1,1,2
sustainability human ecodynamics,1,1,1,1,1,2
svalbard 2016 time,1,1,1,1,1,2
svalbard kongsbreen sentinel,1,1,1,1,1,2
svalbard kongsfjorden mooring,1,1,1,1,1,2
svalbard subglacial discharge,1,1,1,1,1,2
swamp lter lake,1,1,1,1,1,2
swamp ltreb lake,1,1,1,1,1,2
swap premium spread,1,1,1,1,1,2
synthesis distributed biological,1,1,1,1,1,2
system country regional,1,1,1,1,1,2
system land character,1,1,1,1,1,2
system manned permanent,1,1,1,1,1,2
system station earth,1,1,1,1,1,2
system swap premium,1,1,1,1,1,2
system transect 1,1,1,1,1,1,2
systems social ecological,1,1,1,1,1,2
table earth science,1,1,1,1,1,2
table eddy covariance,1,1,1,1,1,2
table kuparuk river,1,1,1,1,1,2
table thaw depth,1,1,1,1,1,2
tag greenland hydrographic,1,1,1,1,1,2
taku glacier radio,1,1,1,1,1,2
talik lake ice,1,1,1,1,1,2
taliks climate variation,1,1,1,1,1,2
tape field survey,1,1,1,1,1,2
teacher retention culturally,1,1,1,1,1,2
tectonics earthquakes seismic,1,1,1,1,1,2
tectonics volcanic activity,1,1,1,1,1,2
teller imuruk basin,1,1,1,1,1,2
tem model models,1,1,1,1,1,2
temperature alpine tundra,1,1,1,1,1,2
temperature arctic national,1,1,1,1,1,2
temperature arctic soil,1,1,1,1,1,2
temperature arctic treeline,1,1,1,1,1,2
temperature atmospheric pressure,1,1,1,1,1,2
temperature atmospheric stability,1,1,1,1,1,2
temperature avak creek,1,1,1,1,1,2
temperature boundary layer,1,1,1,1,1,2
temperature climate change,1,1,1,1,1,2
temperature common garden,1,1,1,1,1,2
temperature conductivity particulates,1,1,1,1,1,2
temperature cryosphere models,1,1,1,1,1,2
temperature depth north,1,1,1,1,1,2
temperature depth ocean,1,1,1,1,1,2
temperature discharge hydrology,1,1,1,1,1,2
temperature dissolved oxygen,1,1,1,1,1,2
temperature fires disturbance,1,1,1,1,1,2
temperature firn water,1,1,1,1,1,2
temperature glacier facies,1,1,1,1,1,2
temperature greenland antarctica,1,1,1,1,1,2
temperature greenland ice,1,1,1,1,1,2
temperature indicators temperature,1,1,1,1,1,2
temperature indices earth,1,1,1,1,1,2
temperature kolyma arctic,1,1,1,1,1,2
temperature lake conductivity,1,1,1,1,1,2
temperature lake peters,1,1,1,1,1,2
temperature land heat,1,1,1,1,1,2
temperature loggers mooring,1,1,1,1,1,2
temperature lst arctic,1,1,1,1,1,2
temperature net radiation,1,1,1,1,1,2
temperature oceanography arctic,1,1,1,1,1,2
temperature ph methane,1,1,1,1,1,2
temperature precipitation arctic,1,1,1,1,1,2
temperature precipitation wind,1,1,1,1,1,2
temperature probe 30,1,1,1,1,1,2
temperature probe 500,1,1,1,1,1,2
temperature probe automated,1,1,1,1,1,2
temperature probe automatic,1,1,1,1,1,2
temperature probe earth,1,1,1,1,1,2
temperature probe monthly,1,1,1,1,1,2
temperature probe observatory,1,1,1,1,1,2
temperature probes field,1,1,1,1,1,2
temperature radiation relative,1,1,1,1,1,2
temperature reconstruction earth,1,1,1,1,1,2
temperature reconstruction precipitation,1,1,1,1,1,2
temperature river conductivity,1,1,1,1,1,2
temperature salinity chlorophyll,1,1,1,1,1,2
temperature salinity current,1,1,1,1,1,2
temperature salinity density,1,1,1,1,1,2
temperature salinity sea,1,1,1,1,1,2
temperature skin temperature,1,1,1,1,1,2
temperature sky brightness,1,1,1,1,1,2
temperature snow depth,1,1,1,1,1,2
temperature snow summit,1,1,1,1,1,2
temperature soil temperature,1,1,1,1,1,2
temperature static temperature,1,1,1,1,1,2
temperature temporal properties,1,1,1,1,1,2
temperature thaw depth,1,1,1,1,1,2
temperature tundra fluxes,1,1,1,1,1,2
temperature variability earth,1,1,1,1,1,2
temperature virtual temperature,1,1,1,1,1,2
temperature water level,1,1,1,1,1,2
temperature wave height,1,1,1,1,1,2
temperature weather precipitation,1,1,1,1,1,2
temporal properties water,1,1,1,1,1,2
tendency earth science,1,1,1,1,1,2
tephra coring iceland,1,1,1,1,1,2
term experiment soil,1,1,1,1,1,2
terra arctic climatologymeteorologyatmosphere,1,1,1,1,1,2
terra imb buoy,1,1,1,1,1,2
terra satellite nasa,1,1,1,1,1,2
terrain elevation earth,1,1,1,1,1,2
terrestrial aquatic interface,1,1,1,1,1,2
terrestrial ecology plant,1,1,1,1,1,2
terrestrial ecosystems deserts,1,1,1,1,1,2
terrestrial ecosystems grasslands,1,1,1,1,1,2
terrestrial ecosystems gt,1,1,1,1,1,2
terrestrial ecosystems montane,1,1,1,1,1,2
terrestrial hydrosphere earth,1,1,1,1,1,2
terrestrial hydrosphere interactions,1,1,1,1,1,2
test field survey,1,1,1,1,1,2
tethered balloon sounding,1,1,1,1,1,2
thaw depth active,1,1,1,1,1,2
thaw depth arctic,1,1,1,1,1,2
thaw depth carbon,1,1,1,1,1,2
thaw depth climate,1,1,1,1,1,2
thaw depth fires,1,1,1,1,1,2
thaw depth organic,1,1,1,1,1,2
thaw depth permafrost,1,1,1,1,1,2
thaw depth water,1,1,1,1,1,2
thaw kuparuk river,1,1,1,1,1,2
thaw pond climate,1,1,1,1,1,2
thaw talik lake,1,1,1,1,1,2
thematic mapper field,1,1,1,1,1,2
thermakarst methane ebullition,1,1,1,1,1,2
thermal properties earth,1,1,1,1,1,2
thermal properties land,1,1,1,1,1,2
thermistors field survey,1,1,1,1,1,2
thermistors thermistors field,1,1,1,1,1,2
thermokarst discontinuous permafrost,1,1,1,1,1,2
thermokarst hydrogeophysics transient,1,1,1,1,1,2
thermokarst post glacial,1,1,1,1,1,2
thermokarst soil carbon,1,1,1,1,1,2
thermokarst tundra arcss,1,1,1,1,1,2
thermometers drifting buoy,1,1,1,1,1,2
thermometers dry bulb,1,1,1,1,1,2
thermometers manned permanent,1,1,1,1,1,2
thermometers thermometers drifting,1,1,1,1,1,2
thermometers thermometers manned,1,1,1,1,1,2
thermometers wet bulb,1,1,1,1,1,2
thickness aircraft transect,1,1,1,1,1,2
thickness chemistry arctic,1,1,1,1,1,2
thickness field survey,1,1,1,1,1,2
thickness ice growth,1,1,1,1,1,2
thickness ice physics,1,1,1,1,1,2
thickness oceanography arctic,1,1,1,1,1,2
thickness snow depth,1,1,1,1,1,2
tidewater glacier glacier,1,1,1,1,1,2
tidewater glacier glaciology,1,1,1,1,1,2
tidewater glacier seismology,1,1,1,1,1,2
tidewater glacier svalbard,1,1,1,1,1,2
tidewater glacier terrestrial,1,1,1,1,1,2
tidewater glacier time,1,1,1,1,1,2
tidewater glaciers leconte,1,1,1,1,1,2
tilden meyers flux,1,1,1,1,1,2
tilt sensors borehole,1,1,1,1,1,2
time lapse imagery,1,1,1,1,1,2
tiros operational vertical,1,1,1,1,1,2
tm thematic mapper,1,1,1,1,1,2
toed ungulates cattle,1,1,1,1,1,2
toed ungulates hogs,1,1,1,1,1,2
tomography dynamic observation,1,1,1,1,1,2
tongue holocene paleomagnetism,1,1,1,1,1,2
toolik arctic breeding,1,1,1,1,1,2
toolik lake upcapsule,1,1,1,1,1,2
toolik river imnavait,1,1,1,1,1,2
tools earth remote,1,1,1,1,1,2
top chamber drying,1,1,1,1,1,2
topographic data arctic,1,1,1,1,1,2
topography bathymetry earth,1,1,1,1,1,2
topography contours earth,1,1,1,1,1,2
topography landforms earth,1,1,1,1,1,2
topography terrain elevation,1,1,1,1,1,2
topography terrestrial hydrosphere,1,1,1,1,1,2
total dissolved phosphorus,1,1,1,1,1,2
tovs satellite arctic,1,1,1,1,1,2
tovs tiros operational,1,1,1,1,1,2
tower arctic oceanography,1,1,1,1,1,2
tower ecology arctic,1,1,1,1,1,2
trace elements ice,1,1,1,1,1,2
trace elements trace,1,1,1,1,1,2
trace gas data,1,1,1,1,1,2
trace metals earth,1,1,1,1,1,2
trace species manned,1,1,1,1,1,2
tracers earth science,1,1,1,1,1,2
tracers methane volatile,1,1,1,1,1,2
tracers terrestrial aquatic,1,1,1,1,1,2
tracing microbial substrate,1,1,1,1,1,2
tracks carbon dissolved,1,1,1,1,1,2
trade offs plant,1,1,1,1,1,2
traditional council native,1,1,1,1,1,2
trajectory 1 kilometer,1,1,1,1,1,2
trajectory 250 meters,1,1,1,1,1,2
tram system land,1,1,1,1,1,2
transcribed spacer moist,1,1,1,1,1,2
transcriptome toolik alaska,1,1,1,1,1,2
transducers manned field,1,1,1,1,1,2
