token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
geographic synthetic aperture,1,1,1,1,1,2
geomorphology earth science,1,1,1,1,1,2
geomorphology eolian landforms,1,1,1,1,1,2
geophsyics southeast alaska,1,1,1,1,1,2
geophysics earth science,1,1,1,1,1,2
geophysics ground penetrating,1,1,1,1,1,2
geophysics permafrost surface,1,1,1,1,1,2
geosar geographic synthetic,1,1,1,1,1,2
geoscientificinformation earth science,1,1,1,1,1,2
geotraces lignin phenols,1,1,1,1,1,2
gisp2 arctic acetylene,1,1,1,1,1,2
gisp2 isotopes sulfate,1,1,1,1,1,2
glacial erosion taku,1,1,1,1,1,2
glacial extent lake,1,1,1,1,1,2
glacial fjord outlet,1,1,1,1,1,2
glacial isotatic adjustment,1,1,1,1,1,2
glacial measurements earth,1,1,1,1,1,2
glacial meltwater stream,1,1,1,1,1,2
glacial moraines geochronology,1,1,1,1,1,2
glacial processes crust,1,1,1,1,1,2
glacial sediments stream,1,1,1,1,1,2
glacialis calanus hyperboreus,1,1,1,1,1,2
glacier arctic national,1,1,1,1,1,2
glacier bering glacier,1,1,1,1,1,2
glacier chugach mountains,1,1,1,1,1,2
glacier climate change,1,1,1,1,1,2
glacier drone imagery,1,1,1,1,1,2
glacier dynamics glacial,1,1,1,1,1,2
glacier glacier dynamics,1,1,1,1,1,2
glacier gulkana glacier,1,1,1,1,1,2
glacier hydrology unmanned,1,1,1,1,1,2
glacier ice sheet,1,1,1,1,1,2
glacier ice sheets,1,1,1,1,1,2
glacier iceberg calving,1,1,1,1,1,2
glacier lake peters,1,1,1,1,1,2
glacier lake sediment,1,1,1,1,1,2
glacier meltwater solutes,1,1,1,1,1,2
glacier moraines baffin,1,1,1,1,1,2
glacier permafrost modeling,1,1,1,1,1,2
glacier radio echo,1,1,1,1,1,2
glacier salinity temperature,1,1,1,1,1,2
glacier seismology leconte,1,1,1,1,1,2
glacier soil temperatures,1,1,1,1,1,2
glacier south cascade,1,1,1,1,1,2
glacier svalbard subglacial,1,1,1,1,1,2
glacier taku glacier,1,1,1,1,1,2
glacier temperature relative,1,1,1,1,1,2
glacier terrestrial radar,1,1,1,1,1,2
glacier tidewater glacier,1,1,1,1,1,2
glacier weather stations,1,1,1,1,1,2
glacier white glacier,1,1,1,1,1,2
glaciers electron backscatter,1,1,1,1,1,2
glaciers icebergs ice,1,1,1,1,1,2
glaciers leconte glacier,1,1,1,1,1,2
glaciers paleoclimate holocene,1,1,1,1,1,2
glaciers structure televiewer,1,1,1,1,1,2
glaciers submarine melting,1,1,1,1,1,2
glaciers terminus mapping,1,1,1,1,1,2
glaciers weather melt,1,1,1,1,1,2
glaciochemistry ice core,1,1,1,1,1,2
glaciochemistry isotopes stratigraphy,1,1,1,1,1,2
glaciology glacier dynamics,1,1,1,1,1,2
glaciology leconte glacier,1,1,1,1,1,2
glaciology tidewater glaciers,1,1,1,1,1,2
glauca arctic salix,1,1,1,1,1,2
glauca photosynthesis stomatal,1,1,1,1,1,2
glauca poa pratensis,1,1,1,1,1,2
glauca shrub ring,1,1,1,1,1,2
global change biology,1,1,1,1,1,2
global climate model,1,1,1,1,1,2
global model concentrations,1,1,1,1,1,2
gnss workshop recommendation,1,1,1,1,1,2
goose herbivory forage,1,1,1,1,1,2
goose herbivory neighbor,1,1,1,1,1,2
gpr lake permafrost,1,1,1,1,1,2
gpr snow accumulation,1,1,1,1,1,2
gps drifting buoy,1,1,1,1,1,2
gps drilling platform,1,1,1,1,1,2
gps zooplankton net,1,1,1,1,1,2
graduate research fellowships,1,1,1,1,1,2
grain size hardness,1,1,1,1,1,2
grain size suspended,1,1,1,1,1,2
grazing lawn goose,1,1,1,1,1,2
green alder alcr,1,1,1,1,1,2
green algae earth,1,1,1,1,1,2
green cabin lake,1,1,1,1,1,2
green house gas,1,1,1,1,1,2
greenhouse gas herbivory,1,1,1,1,1,2
greenhouse gases kuparuk,1,1,1,1,1,2
greenland antarctica accumulation,1,1,1,1,1,2
greenland antarctica borehole,1,1,1,1,1,2
greenland antarctica density,1,1,1,1,1,2
greenland antarctica snow,1,1,1,1,1,2
greenland antarctica surface,1,1,1,1,1,2
greenland antarctica wais,1,1,1,1,1,2
greenland arctic moisture,1,1,1,1,1,2
greenland arctic nares,1,1,1,1,1,2
greenland atmosphere fire,1,1,1,1,1,2
greenland climate model,1,1,1,1,1,2
greenland d4 aerosol,1,1,1,1,1,2
greenland density firn,1,1,1,1,1,2
greenland firn ice,1,1,1,1,1,2
greenland glacial isotatic,1,1,1,1,1,2
greenland glacial sediments,1,1,1,1,1,2
greenland glacier crevasse,1,1,1,1,1,2
greenland gnss workshop,1,1,1,1,1,2
greenland greentracs radar,1,1,1,1,1,2
greenland ground penetrating,1,1,1,1,1,2
greenland hydrographic data,1,1,1,1,1,2
greenland ice snow,1,1,1,1,1,2
greenland iceberg submarine,1,1,1,1,1,2
greenland infrared surface,1,1,1,1,1,2
greenland lakes dissolved,1,1,1,1,1,2
greenland lakes paleoclimate,1,1,1,1,1,2
greenland late holocene,1,1,1,1,1,2
greenland ocean glacier,1,1,1,1,1,2
greenland outlet glaciers,1,1,1,1,1,2
greenland percolation gpr,1,1,1,1,1,2
greenland proglacial river,1,1,1,1,1,2
greenland russell glacier,1,1,1,1,1,2
greenland snow chemistry,1,1,1,1,1,2
greenland summit carbon,1,1,1,1,1,2
greenland summit firn,1,1,1,1,1,2
greenland surface mass,1,1,1,1,1,2
greenland water pressure,1,1,1,1,1,2
greenland watersheds surface,1,1,1,1,1,2
greentracs radar imagery,1,1,1,1,1,2
grid 1 meter,1,1,1,1,1,2
grid biota climatologymeteorologyatmosphere,1,1,1,1,1,2
grid climatologymeteorologyatmosphere environment,1,1,1,1,1,2
grid vegetation deadhorse,1,1,1,1,1,2
grid vertical profile,1,1,1,1,1,2
ground ice precipitation,1,1,1,1,1,2
ground ice snow,1,1,1,1,1,2
ground landscape processes,1,1,1,1,1,2
ground sea ice,1,1,1,1,1,2
ground temperature alaska,1,1,1,1,1,2
ground water groundwater,1,1,1,1,1,2
ground water land,1,1,1,1,1,2
ground water springs,1,1,1,1,1,2
ground water water,1,1,1,1,1,2
groundwater chemistry field,1,1,1,1,1,2
groundwater level groundwater,1,1,1,1,1,2
groundwater radium green,1,1,1,1,1,2
growth forms soil,1,1,1,1,1,2
growth lake ice,1,1,1,1,1,2
growth melt ice,1,1,1,1,1,2
growth microzooplankton grazing,1,1,1,1,1,2
growth normalized difference,1,1,1,1,1,2
growth snowfence winter,1,1,1,1,1,2
growth tree ring,1,1,1,1,1,2
gt alpine tundra,1,1,1,1,1,2
gt biosphere gt,1,1,1,1,1,2
gt passive remote,1,1,1,1,1,2
gt spectrometers 500,1,1,1,1,1,2
gt spectrometers gt,1,1,1,1,1,2
gt spectrometers radiometers,1,1,1,1,1,2
gt terrestrial ecosystems,1,1,1,1,1,2
gth101 ltreb lake,1,1,1,1,1,2
gth46 green cabin,1,1,1,1,1,2
gth58 ltreb lake,1,1,1,1,1,2
gth59 ltreb lake,1,1,1,1,1,2
gth68 ltreb lake,1,1,1,1,1,2
gth75 golden pond,1,1,1,1,1,2
gth91 ltreb lake,1,1,1,1,1,2
guage arctic surface,1,1,1,1,1,2
gulkana glacier bering,1,1,1,1,1,2
habitat field survey,1,1,1,1,1,2
habitats earth science,1,1,1,1,1,2
haddocks earth science,1,1,1,1,1,2
halogens bromine monoxide,1,1,1,1,1,2
halogens chlorine monoxide,1,1,1,1,1,2
halogens photochemistry laboratory,1,1,1,1,1,2
handling data delivery,1,1,1,1,1,2
hanging lake lter,1,1,1,1,1,2
haplogroups birnirk thule,1,1,1,1,1,2
hazards earth science,1,1,1,1,1,2
hazards tropical cyclones,1,1,1,1,1,2
hchs surface seawater,1,1,1,1,1,2
heat budget shortwave,1,1,1,1,1,2
heat capacity earth,1,1,1,1,1,2
heat cold wave,1,1,1,1,1,2
heat content sst,1,1,1,1,1,2
heat flux transducer,1,1,1,1,1,2
heat island uhi,1,1,1,1,1,2
heavy metals concentration,1,1,1,1,1,2
height beaufort sea,1,1,1,1,1,2
height meters ice,1,1,1,1,1,2
helicopter arctic biota,1,1,1,1,1,2
helicopter arctic oceans,1,1,1,1,1,2
herbivore exclusion brown,1,1,1,1,1,2
herbivory forage quality,1,1,1,1,1,2
herbivory growing season,1,1,1,1,1,2
herbivory neighbor removal,1,1,1,1,1,2
herbivory warming neighbor,1,1,1,1,1,2
heritage middle dorset,1,1,1,1,1,2
highway latitude 68.7,1,1,1,1,1,2
highway trans alaska,1,1,1,1,1,2
hills antarctica beardmore,1,1,1,1,1,2
hillslope pore water,1,1,1,1,1,2
historical ecology human,1,1,1,1,1,2
historical weather data,1,1,1,1,1,2
history post glacial,1,1,1,1,1,2
hogs pigs earth,1,1,1,1,1,2
holding capacity earth,1,1,1,1,1,2
holocene computed tomography,1,1,1,1,1,2
holocene environmental dna,1,1,1,1,1,2
holocene methane paleoclimate,1,1,1,1,1,2
holocene paleomagnetism inclination,1,1,1,1,1,2
horizons fires disturbance,1,1,1,1,1,2
horizons profile earth,1,1,1,1,1,2
horizons profile surface,1,1,1,1,1,2
horn lake lter,1,1,1,1,1,2
hot springs creek,1,1,1,1,1,2
hour biota inlandwaters,1,1,1,1,1,2
hour chemistry drifting,1,1,1,1,1,2
hour climatologymeteorologyatmosphere drifting,1,1,1,1,1,2
hour climatologymeteorologyatmosphere environment,1,1,1,1,1,2
hour inlandwaters oceans,1,1,1,1,1,2
hour manned field,1,1,1,1,1,2
human animal interactions,1,1,1,1,1,2
human dimensions field,1,1,1,1,1,2
human dimensions public,1,1,1,1,1,2
humidity earth remote,1,1,1,1,1,2
humidity meteorological station,1,1,1,1,1,2
humidity sensors manned,1,1,1,1,1,2
humidity sensors soil,1,1,1,1,1,2
humidity sensors thermocouples,1,1,1,1,1,2
humidity surface brightness,1,1,1,1,1,2
hunter gatherer societies,1,1,1,1,1,2
huslia erosion topographic,1,1,1,1,1,2
hydrocarbon compounds methane,1,1,1,1,1,2
hydrocarbon uncertainty geos,1,1,1,1,1,2
hydrocarbons ddts hchs,1,1,1,1,1,2
hydrogen isotopic values,1,1,1,1,1,2
hydrogen oxygen deuterium,1,1,1,1,1,2
hydrogen rime frost,1,1,1,1,1,2
hydrogeochemistry trace metals,1,1,1,1,1,2
hydrogeophysics transient electromagnetic,1,1,1,1,1,2
hydrographic ctd data,1,1,1,1,1,2
hydrographic models paroms,1,1,1,1,1,2
hydrography oceanography ecology,1,1,1,1,1,2
hydrology arctic river,1,1,1,1,1,2
hydrology biogeochemistry hydrogeochemistry,1,1,1,1,1,2
hydrology discharge runoff,1,1,1,1,1,2
hydrology ground ice,1,1,1,1,1,2
hydrology meltwater ice,1,1,1,1,1,2
hydrology modeling glacier,1,1,1,1,1,2
hydrology oceanography physical,1,1,1,1,1,2
hydrology river discharge,1,1,1,1,1,2
hydrology transient storage,1,1,1,1,1,2
hydrology unmanned aerial,1,1,1,1,1,2
hydrosphere earth science,1,1,1,1,1,2
hydrosphere indicators snow,1,1,1,1,1,2
hyperboreus zooplankton abundance,1,1,1,1,1,2
hyperboreus zooplankton arctic,1,1,1,1,1,2
i6 west headwater,1,1,1,1,1,2
i6hw lter lake,1,1,1,1,1,2
i8 lter lake,1,1,1,1,1,2
ice arctic ice,1,1,1,1,1,2
ice augers earth,1,1,1,1,1,2
ice augers ship,1,1,1,1,1,2
ice bacteria algae,1,1,1,1,1,2
ice bacteria viruses,1,1,1,1,1,2
ice camp aircraft,1,1,1,1,1,2
ice camp manned,1,1,1,1,1,2
ice camp trajectory,1,1,1,1,1,2
ice core aerosols,1,1,1,1,1,2
ice core air,1,1,1,1,1,2
ice core firn,1,1,1,1,1,2
ice core glacier,1,1,1,1,1,2
ice core ions,1,1,1,1,1,2
ice core late,1,1,1,1,1,2
ice core paleoclimate,1,1,1,1,1,2
ice core plutonium,1,1,1,1,1,2
ice core snow,1,1,1,1,1,2
ice core teleconnection,1,1,1,1,1,2
ice core trace,1,1,1,1,1,2
ice core water,1,1,1,1,1,2
ice cores atmospheric,1,1,1,1,1,2
ice cores water,1,1,1,1,1,2
ice cryostructures drained,1,1,1,1,1,2
ice cryostructures intermediate,1,1,1,1,1,2
ice deformation earth,1,1,1,1,1,2
ice extent ship,1,1,1,1,1,2
ice field survey,1,1,1,1,1,2
ice freshwater arctic,1,1,1,1,1,2
ice galciers ice,1,1,1,1,1,2
ice greenland antarctica,1,1,1,1,1,2
ice ground penetrating,1,1,1,1,1,2
ice growth lake,1,1,1,1,1,2
ice historical observations,1,1,1,1,1,2
ice hydrology arctic,1,1,1,1,1,2
ice ice deformation,1,1,1,1,1,2
ice ice motion,1,1,1,1,1,2
ice leads earth,1,1,1,1,1,2
ice marine mammals,1,1,1,1,1,2
ice melt freeze,1,1,1,1,1,2
ice melt ponds,1,1,1,1,1,2
ice melt sea,1,1,1,1,1,2
ice microbiology bacteria,1,1,1,1,1,2
ice motion temperature,1,1,1,1,1,2
ice permafrost thermokarst,1,1,1,1,1,2
ice physics lidar,1,1,1,1,1,2
ice phytoplankton mooring,1,1,1,1,1,2
ice polymers sea,1,1,1,1,1,2
ice polynyas earth,1,1,1,1,1,2
ice precipitation water,1,1,1,1,1,2
ice rafted debris,1,1,1,1,1,2
ice regime earth,1,1,1,1,1,2
ice rich permafrost,1,1,1,1,1,2
ice river ice,1,1,1,1,1,2
ice salinity mooring,1,1,1,1,1,2
ice sheet airborne,1,1,1,1,1,2
ice sheet computed,1,1,1,1,1,2
ice sheet glaciers,1,1,1,1,1,2
ice sheet holocene,1,1,1,1,1,2
ice sheet laurentide,1,1,1,1,1,2
ice sheet melt,1,1,1,1,1,2
ice sheet ocean,1,1,1,1,1,2
ice sheet percolation,1,1,1,1,1,2
ice sheet temperature,1,1,1,1,1,2
ice sheets ablation,1,1,1,1,1,2
ice sheets beryllium,1,1,1,1,1,2
ice sheets ground,1,1,1,1,1,2
ice sheets meteorite,1,1,1,1,1,2
ice sheets ocean,1,1,1,1,1,2
ice sheets quaternary,1,1,1,1,1,2
ice sheets snow,1,1,1,1,1,2
ice snow citzen,1,1,1,1,1,2
ice snow climate,1,1,1,1,1,2
ice snow precipitation,1,1,1,1,1,2
ice snow water,1,1,1,1,1,2
ice snow weather,1,1,1,1,1,2
ice stress sensors,1,1,1,1,1,2
ice subsistence conservation,1,1,1,1,1,2
ice synthetic aperture,1,1,1,1,1,2
ice temperature oceanography,1,1,1,1,1,2
ice thickness chemistry,1,1,1,1,1,2
ice thickness glacier,1,1,1,1,1,2
ice thickness ice,1,1,1,1,1,2
ice thickness oceanography,1,1,1,1,1,2
ice thickness snow,1,1,1,1,1,2
ice tilt sensors,1,1,1,1,1,2
ice tongue holocene,1,1,1,1,1,2
ice wedge polygons,1,1,1,1,1,2
iceberg calving greenland,1,1,1,1,1,2
iceberg submarine melt,1,1,1,1,1,2
icebergs earth remote,1,1,1,1,1,2
icebergs earth science,1,1,1,1,1,2
icebergs glacier motion,1,1,1,1,1,2
icebergs ice sheet,1,1,1,1,1,2
iceland farmstead geophysics,1,1,1,1,1,2
iceland sustainability human,1,1,1,1,1,2
icing water temperature,1,1,1,1,1,2
icp ms glacier,1,1,1,1,1,2
icp ms inductively,1,1,1,1,1,2
ii ctd survey,1,1,1,1,1,2
ikroavik lake mayoeak,1,1,1,1,1,2
image 250 meters,1,1,1,1,1,2
image 30 meters,1,1,1,1,1,2
image climatologymeteorologyatmosphere environment,1,1,1,1,1,2
imagery land character,1,1,1,1,1,2
imagery satellite nasa,1,1,1,1,1,2
imaging radars geosar,1,1,1,1,1,2
imb buoy meteorological,1,1,1,1,1,2
imnavait atigun river,1,1,1,1,1,2
imnaviat creek moist,1,1,1,1,1,2
impacts contaminant levels,1,1,1,1,1,2
impacts geoecological mapping,1,1,1,1,1,2
impacts heavy metals,1,1,1,1,1,2
implementation arctic resrch,1,1,1,1,1,2
impurities aerosols snow,1,1,1,1,1,2
inclination declination paleomagnetic,1,1,1,1,1,2
index active layer,1,1,1,1,1,2
index northern eurasia,1,1,1,1,1,2
index reflectance phenology,1,1,1,1,1,2
index remote sensing,1,1,1,1,1,2
indicator permafrost thaw,1,1,1,1,1,2
indicators fresh water,1,1,1,1,1,2
indicators ice depth,1,1,1,1,1,2
indicators ice extent,1,1,1,1,1,2
indicators ice floes,1,1,1,1,1,2
indicators ice growth,1,1,1,1,1,2
indicators invasive species,1,1,1,1,1,2
indicators paleoclimate reconstructions,1,1,1,1,1,2
indicators precipitation indicators,1,1,1,1,1,2
indicators sea ice,1,1,1,1,1,2
indicators sea surface,1,1,1,1,1,2
indicators soil moisture,1,1,1,1,1,2
indicators temperature variability,1,1,1,1,1,2
indices earth science,1,1,1,1,1,2
indigenous communities economic,1,1,1,1,1,2
indigenous native species,1,1,1,1,1,2
inductively coupled plasma,1,1,1,1,1,2
infiltration percolation firn,1,1,1,1,1,2
information nesdis noaa,1,1,1,1,1,2
infrared analyzer 100,1,1,1,1,1,2
infrared spectrometer manned,1,1,1,1,1,2
infrared surface temperature,1,1,1,1,1,2
infrastructure buildings earth,1,1,1,1,1,2
infrastructure communications earth,1,1,1,1,1,2
infrastructure photo interpretation,1,1,1,1,1,2
infrastructure transportation earth,1,1,1,1,1,2
initiation landscape morphology,1,1,1,1,1,2
initiative woods hole,1,1,1,1,1,2
inlandwaters oceans society,1,1,1,1,1,2
inorganic carbon alaska,1,1,1,1,1,2
inorganic carbon discharge,1,1,1,1,1,2
inorganic matter ammonia,1,1,1,1,1,2
inorganic matter biogeochemistry,1,1,1,1,1,2
inorganic matter earth,1,1,1,1,1,2
inorganic nitrogen soil,1,1,1,1,1,2
inorganic nutrients alaska,1,1,1,1,1,2
inorganic nutrients microbial,1,1,1,1,1,2
inorganic nutrients mineralization,1,1,1,1,1,2
inorganic nutrients modelling,1,1,1,1,1,2
inorganic nutrients phosphorus,1,1,1,1,1,2
inorganic nutrients plants,1,1,1,1,1,2
insar arctic geoscientificinformation,1,1,1,1,1,2
insect tfs alaska,1,1,1,1,1,2
institution oceanography earth,1,1,1,1,1,2
instream flow data,1,1,1,1,1,2
instruments gt passive,1,1,1,1,1,2
instruments magnetic motion,1,1,1,1,1,2
instruments probes electron,1,1,1,1,1,2
instruments samplers quadrats,1,1,1,1,1,2
intensity earth science,1,1,1,1,1,2
interactions endangered species,1,1,1,1,1,2
interactions exotic species,1,1,1,1,1,2
interactions indigenous native,1,1,1,1,1,2
interactions population dynamics,1,1,1,1,1,2
interactions species predation,1,1,1,1,1,2
interactions survival rates,1,1,1,1,1,2
interface active layer,1,1,1,1,1,2
interior alaska ground,1,1,1,1,1,2
intermediate layer ice,1,1,1,1,1,2
internal co2 reciprocal,1,1,1,1,1,2
internal transcribed spacer,1,1,1,1,1,2
interoperability data reformatting,1,1,1,1,1,2
interpretation thermokarst tundra,1,1,1,1,1,2
intertidal zone earth,1,1,1,1,1,2
interview arctic ancillary,1,1,1,1,1,2
interview hydrology arctic,1,1,1,1,1,2
inuit inupiat north,1,1,1,1,1,2
inuit inupiat subsistence,1,1,1,1,1,2
inupiat north slope,1,1,1,1,1,2
inupiat subsistence strategies,1,1,1,1,1,2
invertebrates mollusks earth,1,1,1,1,1,2
ioeb buoy arctic,1,1,1,1,1,2
ion chromatographs manned,1,1,1,1,1,2
ion meters ship,1,1,1,1,1,2
ions isotopes chemical,1,1,1,1,1,2
irradiance arctic ocean,1,1,1,1,1,2
irradiance ocean termperature,1,1,1,1,1,2
island lake ltreb,1,1,1,1,1,2
island sediment chemistry,1,1,1,1,1,2
island sediment dna,1,1,1,1,1,2
island uhi land,1,1,1,1,1,2
islandica sclerochronology bivalve,1,1,1,1,1,2
islands artifacts lithics,1,1,1,1,1,2
isotatic adjustment paleoclimatology,1,1,1,1,1,2
isotope 15n moist,1,1,1,1,1,2
isotope betula nana,1,1,1,1,1,2
isotope composition permafrost,1,1,1,1,1,2
isotope d17o o2,1,1,1,1,1,2
isotope deuterium excess,1,1,1,1,1,2
isotope ecology svalbard,1,1,1,1,1,2
isotope geochemistry water,1,1,1,1,1,2
isotope gross primary,1,1,1,1,1,2
isotope hydrogen oxygen,1,1,1,1,1,2
isotope oxygen deuterium,1,1,1,1,1,2
isotope quartz sediment,1,1,1,1,1,2
isotope shrub ring,1,1,1,1,1,2
isotope tracing microbial,1,1,1,1,1,2
isotopes abrupt climate,1,1,1,1,1,2
isotopes accumulation rate,1,1,1,1,1,2
isotopes arctcic hydrology,1,1,1,1,1,2
isotopes arctic terrestrial,1,1,1,1,1,2
isotopes avak creek,1,1,1,1,1,2
isotopes cesium isotopes,1,1,1,1,1,2
isotopes chemical weathering,1,1,1,1,1,2
isotopes deglaciation meltwater,1,1,1,1,1,2
isotopes diatoms sea,1,1,1,1,1,2
isotopes greenland ice,1,1,1,1,1,2
isotopes ice core,1,1,1,1,1,2
isotopes kuparuk river,1,1,1,1,1,2
isotopes major ions,1,1,1,1,1,2
isotopes microfossils paleoclimate,1,1,1,1,1,2
isotopes nitrogen biomass,1,1,1,1,1,2
isotopes oxygen argon,1,1,1,1,1,2
isotopes proxy records,1,1,1,1,1,2
isotopes sea surface,1,1,1,1,1,2
isotopes stable carbon,1,1,1,1,1,2
isotopes streams avak,1,1,1,1,1,2
isotopes sulfate nitrate,1,1,1,1,1,2
isotopic values leaf,1,1,1,1,1,2
isotopic values pah,1,1,1,1,1,2
itex arcss vegetation,1,1,1,1,1,2
itex plant phenology,1,1,1,1,1,2
itex vegetation species,1,1,1,1,1,2
jan mayen kongsfjorden,1,1,1,1,1,2
jarvis creek alaska,1,1,1,1,1,2
jarvis downscaled climate,1,1,1,1,1,2
jarvis glacier mass,1,1,1,1,1,2
jarvis hydrology modeling,1,1,1,1,1,2
jarvis water chemistry,1,1,1,1,1,2
jorgenson lter lake,1,1,1,1,1,2
kaktovik lagoon simpson,1,1,1,1,1,2
kaktovik lagoon stefansson,1,1,1,1,1,2
kamchatka russia itelmen,1,1,1,1,1,2
kangerlussuaq greenland lakes,1,1,1,1,1,2
kelp benthos community,1,1,1,1,1,2
kelp hydrography oceanography,1,1,1,1,1,2
kelp primary production,1,1,1,1,1,2
kilometers 10 kilometers,1,1,1,1,1,2
kilometers 50 kilometers,1,1,1,1,1,2
kilometers annual biota,1,1,1,1,1,2
kilometers annual environment,1,1,1,1,1,2
kilometers annual oceans,1,1,1,1,1,2
kilometers annual society,1,1,1,1,1,2
kilometers biota climatologymeteorologyatmosphere,1,1,1,1,1,2
kilometers inlandwaters oceans,1,1,1,1,1,2
kilometers unknown imagerybasemapsearthcover,1,1,1,1,1,2
kite transect 100,1,1,1,1,1,2
kongsbreen sentinel imagery,1,1,1,1,1,2
kongsbreen svalbard 2016,1,1,1,1,1,2
kongsfjorden 2011 summer,1,1,1,1,1,2
kongsfjorden mooring 2016,1,1,1,1,1,2
kronebreen kongsvegen svalbard,1,1,1,1,1,2
kuparuk river dalton,1,1,1,1,1,2
kuparuk river photochemistry,1,1,1,1,1,2
labile carbon carbon,1,1,1,1,1,2
laboratory instruments magnetic,1,1,1,1,1,2
labrador charcoal fire,1,1,1,1,1,2
lagoon emaiksoun lake,1,1,1,1,1,2
lagoon simpson lagoon,1,1,1,1,1,2
lake 108 dog,1,1,1,1,1,2
lake 109 lunker,1,1,1,1,1,2
lake 120 swamp,1,1,1,1,1,2
lake 142 lter,1,1,1,1,1,2
lake 160 lter,1,1,1,1,1,2
lake 160 oil,1,1,1,1,1,2
lake 164 lter,1,1,1,1,1,2
lake 167 f4,1,1,1,1,1,2
lake 167 lter,1,1,1,1,1,2
lake 168 f5,1,1,1,1,1,2
lake 168 lter,1,1,1,1,1,2
lake 345 gth57,1,1,1,1,1,2
lake 345 lter,1,1,1,1,1,2
lake 346 lter,1,1,1,1,1,2
lake 346 wounded,1,1,1,1,1,2
lake 347 lter,1,1,1,1,1,2
lake 431 i6,1,1,1,1,1,2
lake 491 perch,1,1,1,1,1,2
lake basins ice,1,1,1,1,1,2
lake brooks range,1,1,1,1,1,2
lake conductivity lake,1,1,1,1,1,2
lake data dimple,1,1,1,1,1,2
lake data e1,1,1,1,1,1,2
lake data e2,1,1,1,1,1,2
lake data e4,1,1,1,1,1,2
lake data e5,1,1,1,1,1,2
lake data e6,1,1,1,1,1,2
lake data fog1,1,1,1,1,1,2
lake data fog2,1,1,1,1,1,2
lake data fog3,1,1,1,1,1,2
lake data fog4,1,1,1,1,1,2
lake data fog5,1,1,1,1,1,2
lake data gp8,1,1,1,1,1,2
lake data gth101,1,1,1,1,1,2
lake data gth110,1,1,1,1,1,2
lake data gth153,1,1,1,1,1,2
lake data gth155,1,1,1,1,1,2
lake data gth156,1,1,1,1,1,2
lake data gth157,1,1,1,1,1,2
lake data gth158,1,1,1,1,1,2
lake data gth39,1,1,1,1,1,2
lake data gth46,1,1,1,1,1,2
lake data gth58,1,1,1,1,1,2
lake data gth59,1,1,1,1,1,2
lake data gth60,1,1,1,1,1,2
lake data gth61,1,1,1,1,1,2
lake data gth62,1,1,1,1,1,2
lake data gth68,1,1,1,1,1,2
lake data gth75,1,1,1,1,1,2
lake data gth85,1,1,1,1,1,2
lake data gth86,1,1,1,1,1,2
lake data gth88,1,1,1,1,1,2
lake data gth90,1,1,1,1,1,2
lake data gth91,1,1,1,1,1,2
lake data gth98,1,1,1,1,1,2
lake data horn,1,1,1,1,1,2
lake data island,1,1,1,1,1,2
lake data lower,1,1,1,1,1,2
lake data lter,1,1,1,1,1,2
lake data luna,1,1,1,1,1,2
lake data n1,1,1,1,1,1,2
lake data n2,1,1,1,1,1,2
lake data ne12,1,1,1,1,1,2
lake data ne14,1,1,1,1,1,2
lake data perched,1,1,1,1,1,2
lake data s3,1,1,1,1,1,2
lake data s6,1,1,1,1,1,2
lake data upper,1,1,1,1,1,2
lake data wolverine,1,1,1,1,1,2
lake data zev,1,1,1,1,1,2
lake depth hydrology,1,1,1,1,1,2
lake depth lake,1,1,1,1,1,2
lake depth north,1,1,1,1,1,2
lake drying evaporation,1,1,1,1,1,2
lake e5 toolik,1,1,1,1,1,2
lake elson lagoon,1,1,1,1,1,2
lake fen isotopes,1,1,1,1,1,2
lake fog 2,1,1,1,1,1,2
lake footprint lake,1,1,1,1,1,2
lake gth 74,1,1,1,1,1,2
lake gth 92,1,1,1,1,1,2
lake i6hw lter,1,1,1,1,1,2
lake i8 lter,1,1,1,1,1,2
lake ice freshwater,1,1,1,1,1,2
lake ice permafrost,1,1,1,1,1,2
lake ice regime,1,1,1,1,1,2
lake ice river,1,1,1,1,1,2
lake ice synthetic,1,1,1,1,1,2
lake ikroavik lake,1,1,1,1,1,2
lake initiation landscape,1,1,1,1,1,2
lake lake 01,1,1,1,1,1,2
lake lake fog,1,1,1,1,1,2
lake level reconstruction,1,1,1,1,1,2
lake luminous flux,1,1,1,1,1,2
lake mayoeak river,1,1,1,1,1,2
lake ne14 lter,1,1,1,1,1,2
lake oil lake,1,1,1,1,1,2
lake osmosampler isotopes,1,1,1,1,1,2
lake osmosampler sediment,1,1,1,1,1,2
lake permafrost thermokarst,1,1,1,1,1,2
lake records boreholes,1,1,1,1,1,2
lake records earth,1,1,1,1,1,2
lake records microfossils,1,1,1,1,1,2
lake records oxygen,1,1,1,1,1,2
lake records stratigraphic,1,1,1,1,1,2
lake schrader arctic,1,1,1,1,1,2
lake sediment charcoal,1,1,1,1,1,2
lake sediment radiocarbon,1,1,1,1,1,2
lake sedimentation arctic,1,1,1,1,1,2
lake sediments ellesmere,1,1,1,1,1,2
lake sediments paleoclimate,1,1,1,1,1,2
lake temperature soil,1,1,1,1,1,2
lake turbidity lake,1,1,1,1,1,2
lake upcapsule lake,1,1,1,1,1,2
lakes beavers thermokarst,1,1,1,1,1,2
