token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
degradation earth,56,56,56,1,1,2
measuring tape,55,55,55,1,1,2
probes steel,55,55,55,1,1,2
sedimentation degradation,55,55,55,1,1,2
sedimentation sediment,55,55,55,1,1,2
steel measuring,55,55,55,1,1,2
collectors sediment,54,54,54,1,1,2
sediment traps,54,54,54,1,1,2
sedimentation sedimentation,54,54,54,1,1,2
station hourly,54,54,54,1,1,2
deposits earth,53,53,53,1,1,2
sedimentation sediments,53,53,53,1,1,2
entrainment earth,52,52,52,1,1,2
records varve,52,52,52,1,1,2
sedimentation entrainment,52,52,52,1,1,2
sedimentation suspended,52,52,52,1,1,2
varve deposits,52,52,52,1,1,2
meters manned,51,51,51,1,1,2
turbidity earth,38,38,38,1,1,2
inlandwaters oceans,36,36,36,1,1,2
annual weekly,35,35,35,1,1,2
meters earth,35,35,35,1,1,2
sediments turbidity,35,35,35,1,1,2
lake levels,34,34,34,1,1,2
levels earth,34,34,34,1,1,2
records lake,34,34,34,1,1,2
sounders echo,34,34,34,1,1,2
annual 1,33,33,33,1,1,2
hour monthly,33,33,33,1,1,2
weekly annual,33,33,33,1,1,2
corers earth,18,18,18,1,1,2
hour weekly,18,18,18,1,1,2
environmental impacts,9,9,9,1,1,2
jars water,8,8,8,1,1,2
soil carbon,8,8,8,1,1,2
soils permafrost,8,8,8,1,1,2
water bottles,8,8,8,1,1,2
analyzers ph,7,7,7,1,1,2
chemistry stable,7,7,7,1,1,2
coastal habitat,7,7,7,1,1,2
ecosystems coastal,7,7,7,1,1,2
north atlantic,7,7,7,1,1,2
ph earth,7,7,7,1,1,2
ph meters,7,7,7,1,1,2
settlements coastal,7,7,7,1,1,2
settlements rural,7,7,7,1,1,2
water surface,7,7,7,1,1,2
aircraft station,6,6,6,1,1,2
environment geoscientificinformation,6,6,6,1,1,2
functions respiration,6,6,6,1,1,2
landscape processes,6,6,6,1,1,2
rate earth,6,6,6,1,1,2
records isotopes,6,6,6,1,1,2
respiration rate,6,6,6,1,1,2
sheet motion,6,6,6,1,1,2
ship ecology,6,6,6,1,1,2
station biota,6,6,6,1,1,2
agriculture production,5,5,5,1,1,2
aircraft arctic,5,5,5,1,1,2
cycles earth,5,5,5,1,1,2
depth land,5,5,5,1,1,2
ecosystems dunes,5,5,5,1,1,2
ecosystems earth,5,5,5,1,1,2
ecosystems marine,5,5,5,1,1,2
geoscientificinformation oceans,5,5,5,1,1,2
glacier motion,5,5,5,1,1,2
hazards severe,5,5,5,1,1,2
ice salinity,5,5,5,1,1,2
marine habitat,5,5,5,1,1,2
mass spectrometer,5,5,5,1,1,2
motion ice,5,5,5,1,1,2
nitrogen oxides,5,5,5,1,1,2
oceans earth,5,5,5,1,1,2
production earth,5,5,5,1,1,2
resources agriculture,5,5,5,1,1,2
sensors automatic,5,5,5,1,1,2
severe storms,5,5,5,1,1,2
storms field,5,5,5,1,1,2
temperature sea,5,5,5,1,1,2
water isotopes,5,5,5,1,1,2
agricultural lands,4,4,4,1,1,2
aleutian islands,4,4,4,1,1,2
arctic oscillation,4,4,4,1,1,2
artifacts lithics,4,4,4,1,1,2
biomass earth,4,4,4,1,1,2
bone tools,4,4,4,1,1,2
carbon carbon,4,4,4,1,1,2
chemistry field,4,4,4,1,1,2
climate normal,4,4,4,1,1,2
depth aircraft,4,4,4,1,1,2
dynamics invasive,4,4,4,1,1,2
ecosystems agricultural,4,4,4,1,1,2
ecosystems beaches,4,4,4,1,1,2
environmental sustainability,4,4,4,1,1,2
gauges mooring,4,4,4,1,1,2
greenland glacial,4,4,4,1,1,2
indicators erosion,4,4,4,1,1,2
indicators permafrost,4,4,4,1,1,2
irms isotopic,4,4,4,1,1,2
isotopic ratio,4,4,4,1,1,2
kilometers annual,4,4,4,1,1,2
lands earth,4,4,4,1,1,2
landscape management,4,4,4,1,1,2
lithics bone,4,4,4,1,1,2
meters wind,4,4,4,1,1,2
microscopes field,4,4,4,1,1,2
normal 30,4,4,4,1,1,2
oxygen isotopes,4,4,4,1,1,2
permafrost melt,4,4,4,1,1,2
potential temperature,4,4,4,1,1,2
probe earth,4,4,4,1,1,2
processes beaches,4,4,4,1,1,2
processes sedimentation,4,4,4,1,1,2
radiometers irms,4,4,4,1,1,2
ratio mass,4,4,4,1,1,2
records earth,4,4,4,1,1,2
satellite arctic,4,4,4,1,1,2
settlements earth,4,4,4,1,1,2
soils earth,4,4,4,1,1,2
structure earth,4,4,4,1,1,2
sustainability environmental,4,4,4,1,1,2
teleconnections arctic,4,4,4,1,1,2
temperature potential,4,4,4,1,1,2
unknown 1,4,4,4,1,1,2
vegetation biomass,4,4,4,1,1,2
water table,4,4,4,1,1,2
weather earth,4,4,4,1,1,2
weekly geoscientificinformation,4,4,4,1,1,2
wind vanes,4,4,4,1,1,2
1000 kilometers,3,3,3,1,1,2
administrative divisions,3,3,3,1,1,2
agriculture earth,3,3,3,1,1,2
alaska weather,3,3,3,1,1,2
archaeology aleutian,3,3,3,1,1,2
arctic alaska,3,3,3,1,1,2
arctic lakes,3,3,3,1,1,2
arctic paleoclimate,3,3,3,1,1,2
atlantic oscillation,3,3,3,1,1,2
automated weather,3,3,3,1,1,2
behavior disaster,3,3,3,1,1,2
boreal forest,3,3,3,1,1,2
boundaries administrative,3,3,3,1,1,2
boundaries political,3,3,3,1,1,2
carbon cycling,3,3,3,1,1,2
chamberlin glacier,3,3,3,1,1,2
chemistry alkalinity,3,3,3,1,1,2
chemistry silicate,3,3,3,1,1,2
climate model,3,3,3,1,1,2
community structure,3,3,3,1,1,2
corers ship,3,3,3,1,1,2
cover classification,3,3,3,1,1,2
daily geoscientificinformation,3,3,3,1,1,2
deflation earth,3,3,3,1,1,2
deformation ice,3,3,3,1,1,2
density siberia,3,3,3,1,1,2
dimensions earth,3,3,3,1,1,2
disaster response,3,3,3,1,1,2
dynamics grazing,3,3,3,1,1,2
ecology biota,3,3,3,1,1,2
electrical conductivity,3,3,3,1,1,2
environment inlandwaters,3,3,3,1,1,2
eos terra,3,3,3,1,1,2
firn air,3,3,3,1,1,2
firn ice,3,3,3,1,1,2
freeze thaw,3,3,3,1,1,2
functions photosynthesis,3,3,3,1,1,2
geomorphology coastal,3,3,3,1,1,2
heat flux,3,3,3,1,1,2
herbivory earth,3,3,3,1,1,2
ice deformation,3,3,3,1,1,2
ice freeze,3,3,3,1,1,2
ice melt,3,3,3,1,1,2
imager earth,3,3,3,1,1,2
impacts earth,3,3,3,1,1,2
indicators volcanic,3,3,3,1,1,2
interactions grazing,3,3,3,1,1,2
ion concentration,3,3,3,1,1,2
islands islands,3,3,3,1,1,2
kilometers weekly,3,3,3,1,1,2
lake temperature,3,3,3,1,1,2
land tenure,3,3,3,1,1,2
landforms beaches,3,3,3,1,1,2
landforms shorelines,3,3,3,1,1,2
larix cajanderi,3,3,3,1,1,2
logs arctic,3,3,3,1,1,2
magnetic susceptibility,3,3,3,1,1,2
marine geochemistry,3,3,3,1,1,2
meters unknown,3,3,3,1,1,2
methane carbon,3,3,3,1,1,2
microwave radiometer,3,3,3,1,1,2
mooring multiple,3,3,3,1,1,2
motion drifting,3,3,3,1,1,2
mountains artifacts,3,3,3,1,1,2
multichannel microwave,3,3,3,1,1,2
net oceanography,3,3,3,1,1,2
net radiation,3,3,3,1,1,2
net radiometers,3,3,3,1,1,2
nitrogen carbon,3,3,3,1,1,2
nitrogen ratio,3,3,3,1,1,2
nitrogen soil,3,3,3,1,1,2
ocean salinity,3,3,3,1,1,2
operations logs,3,3,3,1,1,2
optics turbidity,3,3,3,1,1,2
oxygen earth,3,3,3,1,1,2
permafrost thaw,3,3,3,1,1,2
photosynthesis earth,3,3,3,1,1,2
plant ecology,3,3,3,1,1,2
plant herbivory,3,3,3,1,1,2
political divisions,3,3,3,1,1,2
precipitation earth,3,3,3,1,1,2
pressure atmospheric,3,3,3,1,1,2
processes deflation,3,3,3,1,1,2
processes dunes,3,3,3,1,1,2
radar earth,3,3,3,1,1,2
radiometers net,3,3,3,1,1,2
radiometers smmr,3,3,3,1,1,2
research aircraft,3,3,3,1,1,2
response earth,3,3,3,1,1,2
river beaufort,3,3,3,1,1,2
river ice,3,3,3,1,1,2
river kuparuk,3,3,3,1,1,2
scanning multichannel,3,3,3,1,1,2
sea bering,3,3,3,1,1,2
sensors observatory,3,3,3,1,1,2
ship unknown,3,3,3,1,1,2
shortwave radiation,3,3,3,1,1,2
smmr scanning,3,3,3,1,1,2
soil horizons,3,3,3,1,1,2
soil organic,3,3,3,1,1,2
soil ph,3,3,3,1,1,2
solar radiation,3,3,3,1,1,2
sounders upward,3,3,3,1,1,2
station annual,3,3,3,1,1,2
station daily,3,3,3,1,1,2
stratigraphy earth,3,3,3,1,1,2
survey ship,3,3,3,1,1,2
tape manned,3,3,3,1,1,2
teleconnections north,3,3,3,1,1,2
temperature soil,3,3,3,1,1,2
tenure earth,3,3,3,1,1,2
thaw earth,3,3,3,1,1,2
thickness arctic,3,3,3,1,1,2
trajectory 1,3,3,3,1,1,2
transect unknown,3,3,3,1,1,2
vegetation nitrogen,3,3,3,1,1,2
water ion,3,3,3,1,1,2
10be dating,2,2,2,1,1,2
4dda models,2,2,2,1,1,2
advanced microwave,2,2,2,1,1,2
aerosols particulate,2,2,2,1,1,2
ages ice,2,2,2,1,1,2
agricultural expansion,2,2,2,1,1,2
agriculture plant,2,2,2,1,1,2
air content,2,2,2,1,1,2
aircraft transect,2,2,2,1,1,2
alkalinity earth,2,2,2,1,1,2
ammonia earth,2,2,2,1,1,2
analysis models,2,2,2,1,1,2
analyzers fluorescence,2,2,2,1,1,2
analyzers manned,2,2,2,1,1,2
annual decadal,2,2,2,1,1,2
annual inlandwaters,2,2,2,1,1,2
annual monthly,2,2,2,1,1,2
aon climatologymeteorologyatmosphere,2,2,2,1,1,2
arcss aon,2,2,2,1,1,2
arcss arcsees,2,2,2,1,1,2
arctic conductivity,2,2,2,1,1,2
arctic greenland,2,2,2,1,1,2
arctic microbial,2,2,2,1,1,2
arctic phenology,2,2,2,1,1,2
arctic research,2,2,2,1,1,2
arctic shrub,2,2,2,1,1,2
arctic snow,2,2,2,1,1,2
arctic system,2,2,2,1,1,2
atmospheric phenomena,2,2,2,1,1,2
aws automated,2,2,2,1,1,2
balance beaufort,2,2,2,1,1,2
barchan transverse,2,2,2,1,1,2
behavior hazard,2,2,2,1,1,2
benthic habitat,2,2,2,1,1,2
biogenic silica,2,2,2,1,1,2
biogeochemical processes,2,2,2,1,1,2
biogeochemistry carbon,2,2,2,1,1,2
biota geoscientificinformation,2,2,2,1,1,2
birds earth,2,2,2,1,1,2
birnirk thule,2,2,2,1,1,2
bivalves earth,2,2,2,1,1,2
borehole greenland,2,2,2,1,1,2
boreholes manned,2,2,2,1,1,2
bottles aircraft,2,2,2,1,1,2
bottles earth,2,2,2,1,1,2
buoy hourly,2,2,2,1,1,2
cajanderi basal,2,2,2,1,1,2
canning river,2,2,2,1,1,2
canopy cover,2,2,2,1,1,2
capacity earth,2,2,2,1,1,2
carbon flux,2,2,2,1,1,2
cast mooring,2,2,2,1,1,2
change earth,2,2,2,1,1,2
chemical weathering,2,2,2,1,1,2
chemistry ammonia,2,2,2,1,1,2
chemistry biogeochemical,2,2,2,1,1,2
chemistry halocarbons,2,2,2,1,1,2
chemistry ice,2,2,2,1,1,2
chemistry marine,2,2,2,1,1,2
chemistry ocean,2,2,2,1,1,2
classification earth,2,2,2,1,1,2
classification protists,2,2,2,1,1,2
climate meteorology,2,2,2,1,1,2
clouds earth,2,2,2,1,1,2
cods haddocks,2,2,2,1,1,2
colville river,2,2,2,1,1,2
commodities field,2,2,2,1,1,2
community earth,2,2,2,1,1,2
compaction snow,2,2,2,1,1,2
conservation earth,2,2,2,1,1,2
content earth,2,2,2,1,1,2
content field,2,2,2,1,1,2
core alaska,2,2,2,1,1,2
core data,2,2,2,1,1,2
core glaciochemistry,2,2,2,1,1,2
core ice,2,2,2,1,1,2
corers ice,2,2,2,1,1,2
corers snow,2,2,2,1,1,2
cosmogenic isotopes,2,2,2,1,1,2
cosmogenic nuclide,2,2,2,1,1,2
cover vegetation,2,2,2,1,1,2
crescentic barchan,2,2,2,1,1,2
crop products,2,2,2,1,1,2
cultural features,2,2,2,1,1,2
cycling field,2,2,2,1,1,2
dating glacial,2,2,2,1,1,2
decadal geoscientificinformation,2,2,2,1,1,2
decomposition earth,2,2,2,1,1,2
density cutter,2,2,2,1,1,2
depth hydrology,2,2,2,1,1,2
depth north,2,2,2,1,1,2
depth permafrost,2,2,2,1,1,2
depth snow,2,2,2,1,1,2
detectors photometers,2,2,2,1,1,2
dimensions socioeconomics,2,2,2,1,1,2
dioxide methane,2,2,2,1,1,2
discharge hydrologic,2,2,2,1,1,2
discharge runoff,2,2,2,1,1,2
dissolved gases,2,2,2,1,1,2
dominant species,2,2,2,1,1,2
drift glacial,2,2,2,1,1,2
dry precipitation,2,2,2,1,1,2
dune earth,2,2,2,1,1,2
dunes crescentic,2,2,2,1,1,2
earth tectonics,2,2,2,1,1,2
ecology biology,2,2,2,1,1,2
ecology oceanography,2,2,2,1,1,2
ecology thaw,2,2,2,1,1,2
ecosystems benthic,2,2,2,1,1,2
ecosystems biogeochemistry,2,2,2,1,1,2
ecosystems estuarine,2,2,2,1,1,2
ectomycorrhizal fungi,2,2,2,1,1,2
edges earth,2,2,2,1,1,2
effects earth,2,2,2,1,1,2
electromagnetic lakes,2,2,2,1,1,2
elements earth,2,2,2,1,1,2
environment society,2,2,2,1,1,2
eos satellite,2,2,2,1,1,2
estuaries lakes,2,2,2,1,1,2
estuarine habitat,2,2,2,1,1,2
expansion earth,2,2,2,1,1,2
famine earth,2,2,2,1,1,2
fauna earth,2,2,2,1,1,2
features earth,2,2,2,1,1,2
field crop,2,2,2,1,1,2
fire siberia,2,2,2,1,1,2
fishes cods,2,2,2,1,1,2
fragmentation earth,2,2,2,1,1,2
fragmentation reclamation,2,2,2,1,1,2
functions decomposition,2,2,2,1,1,2
gases earth,2,2,2,1,1,2
gases greenhouse,2,2,2,1,1,2
gastropods earth,2,2,2,1,1,2
geochemistry biogeochemical,2,2,2,1,1,2
geochemistry earth,2,2,2,1,1,2
geochronology radiocarbon,2,2,2,1,1,2
geophysics transient,2,2,2,1,1,2
geos chem,2,2,2,1,1,2
glacial drift,2,2,2,1,1,2
glacial meltwater,2,2,2,1,1,2
glacial moraines,2,2,2,1,1,2
glacier dynamics,2,2,2,1,1,2
glacier ice,2,2,2,1,1,2
glacier lake,2,2,2,1,1,2
gps receivers,2,2,2,1,1,2
greenland lakes,2,2,2,1,1,2
hazard mitigation,2,2,2,1,1,2
hazards famine,2,2,2,1,1,2
history earth,2,2,2,1,1,2
hole oceanographic,2,2,2,1,1,2
horizons profile,2,2,2,1,1,2
hour inlandwaters,2,2,2,1,1,2
hour ship,2,2,2,1,1,2
hydrologic processes,2,2,2,1,1,2
hydrology permafrost,2,2,2,1,1,2
ice augers,2,2,2,1,1,2
ice bacteria,2,2,2,1,1,2
ice cores,2,2,2,1,1,2
ice edges,2,2,2,1,1,2
icebergs earth,2,2,2,1,1,2
impacts agricultural,2,2,2,1,1,2
impacts conservation,2,2,2,1,1,2
incoming solar,2,2,2,1,1,2
increment density,2,2,2,1,1,2
indicators sea,2,2,2,1,1,2
indicators ship,2,2,2,1,1,2
infrastructure cultural,2,2,2,1,1,2
interactions earth,2,2,2,1,1,2
inuit inupiat,2,2,2,1,1,2
invasive plants,2,2,2,1,1,2
invertebrates earth,2,2,2,1,1,2
island sediment,2,2,2,1,1,2
isotopes carbon,2,2,2,1,1,2
isotopes greenland,2,2,2,1,1,2
kangerlussuaq greenland,2,2,2,1,1,2
kilometers climate,2,2,2,1,1,2
lake sediment,2,2,2,1,1,2
lake sediments,2,2,2,1,1,2
lakes ice,2,2,2,1,1,2
lakes lake,2,2,2,1,1,2
land resources,2,2,2,1,1,2
layer ice,2,2,2,1,1,2
level change,2,2,2,1,1,2
life history,2,2,2,1,1,2
loggers aws,2,2,2,1,1,2
loggers observatory,2,2,2,1,1,2
mammals rodents,2,2,2,1,1,2
matter discharge,2,2,2,1,1,2
matter movement,2,2,2,1,1,2
meade river,2,2,2,1,1,2
measurements earth,2,2,2,1,1,2
mechanics earth,2,2,2,1,1,2
melt runoff,2,2,2,1,1,2
meteorological data,2,2,2,1,1,2
meter climatologymeteorologyatmosphere,2,2,2,1,1,2
meter monthly,2,2,2,1,1,2
meters climatologymeteorologyatmosphere,2,2,2,1,1,2
methane earth,2,2,2,1,1,2
methane nitrous,2,2,2,1,1,2
microwave scanning,2,2,2,1,1,2
minute oceans,2,2,2,1,1,2
mitigation planning,2,2,2,1,1,2
model climate,2,2,2,1,1,2
model sea,2,2,2,1,1,2
mollusks gastropods,2,2,2,1,1,2
monoxide earth,2,2,2,1,1,2
multiple unknown,2,2,2,1,1,2
neighbor removal,2,2,2,1,1,2
nitrous oxide,2,2,2,1,1,2
noxious plants,2,2,2,1,1,2
nuclide 10be,2,2,2,1,1,2
observatory automated,2,2,2,1,1,2
ocean chukchi,2,2,2,1,1,2
ocean glacier,2,2,2,1,1,2
ocean tracers,2,2,2,1,1,2
oceanographic institution,2,2,2,1,1,2
optics scattering,2,2,2,1,1,2
organic layer,2,2,2,1,1,2
oxide greenhouse,2,2,2,1,1,2
oxides earth,2,2,2,1,1,2
paleoclimate earth,2,2,2,1,1,2
paleoclimate holocene,2,2,2,1,1,2
paul island,2,2,2,1,1,2
permafrost active,2,2,2,1,1,2
permafrost methane,2,2,2,1,1,2
permafrost runoff,2,2,2,1,1,2
permafrost soils,2,2,2,1,1,2
permafrost tundra,2,2,2,1,1,2
phenomena storms,2,2,2,1,1,2
planning earth,2,2,2,1,1,2
plant commodities,2,2,2,1,1,2
platform vertical,2,2,2,1,1,2
pollen earth,2,2,2,1,1,2
pore water,2,2,2,1,1,2
post glacial,2,2,2,1,1,2
precipitation reconstruction,2,2,2,1,1,2
precipitation samplers,2,2,2,1,1,2
precipitation water,2,2,2,1,1,2
pressure measurements,2,2,2,1,1,2
probe observatory,2,2,2,1,1,2
processes cosmogenic,2,2,2,1,1,2
processes erosion,2,2,2,1,1,2
processes hydrology,2,2,2,1,1,2
processes sea,2,2,2,1,1,2
processes shorelines,2,2,2,1,1,2
production inorganic,2,2,2,1,1,2
profile unknown,2,2,2,1,1,2
properties isotope,2,2,2,1,1,2
protists plankton,2,2,2,1,1,2
pyranometers automatic,2,2,2,1,1,2
pyranometers earth,2,2,2,1,1,2
radar gpr,2,2,2,1,1,2
radiation albedo,2,2,2,1,1,2
radiation heat,2,2,2,1,1,2
radiation incoming,2,2,2,1,1,2
radiation net,2,2,2,1,1,2
radiation par,2,2,2,1,1,2
radiation relative,2,2,2,1,1,2
radiation shortwave,2,2,2,1,1,2
radiocarbon ages,2,2,2,1,1,2
radiometer arctic,2,2,2,1,1,2
radiometer eos,2,2,2,1,1,2
radiometer satellite,2,2,2,1,1,2
radiometers amsr,2,2,2,1,1,2
rain earth,2,2,2,1,1,2
ray fluorescence,2,2,2,1,1,2
receivers field,2,2,2,1,1,2
reconstructions earth,2,2,2,1,1,2
reconstructions sea,2,2,2,1,1,2
records fauna,2,2,2,1,1,2
records methane,2,2,2,1,1,2
records pollen,2,2,2,1,1,2
refuge chamberlin,2,2,2,1,1,2
removal response,2,2,2,1,1,2
research 4dda,2,2,2,1,1,2
response surface,2,2,2,1,1,2
river colville,2,2,2,1,1,2
river meade,2,2,2,1,1,2
rod earth,2,2,2,1,1,2
rodents earth,2,2,2,1,1,2
runoff seasonality,2,2,2,1,1,2
salinity mooring,2,2,2,1,1,2
salinity sea,2,2,2,1,1,2
samplers wet,2,2,2,1,1,2
satellite oceans,2,2,2,1,1,2
scanning radiometer,2,2,2,1,1,2
scattering earth,2,2,2,1,1,2
science animal,2,2,2,1,1,2
science program,2,2,2,1,1,2
science reclamation,2,2,2,1,1,2
science weeds,2,2,2,1,1,2
sciences earth,2,2,2,1,1,2
sea canning,2,2,2,1,1,2
sea chukchi,2,2,2,1,1,2
seasonality snow,2,2,2,1,1,2
sedimentary structures,2,2,2,1,1,2
sediments sedimentary,2,2,2,1,1,2
sediments ship,2,2,2,1,1,2
sensors drifting,2,2,2,1,1,2
sheet snow,2,2,2,1,1,2
sheets icebergs,2,2,2,1,1,2
ship seawater,2,2,2,1,1,2
ship zooplankton,2,2,2,1,1,2
shrub expansion,2,2,2,1,1,2
silicate earth,2,2,2,1,1,2
snow accumulation,2,2,2,1,1,2
snow chemistry,2,2,2,1,1,2
society climatologymeteorologyatmosphere,2,2,2,1,1,2
society oceans,2,2,2,1,1,2
socioeconomics earth,2,2,2,1,1,2
soil heat,2,2,2,1,1,2
soil mechanics,2,2,2,1,1,2
soil snow,2,2,2,1,1,2
soils electrical,2,2,2,1,1,2
sonar oceanography,2,2,2,1,1,2
sound beaufort,2,2,2,1,1,2
sounders earth,2,2,2,1,1,2
sounders gpr,2,2,2,1,1,2
sounders wind,2,2,2,1,1,2
species life,2,2,2,1,1,2
spectrometer manned,2,2,2,1,1,2
spectrometers aircraft,2,2,2,1,1,2
spectrometers ship,2,2,2,1,1,2
st paul,2,2,2,1,1,2
station 100,2,2,2,1,1,2
station geoscientificinformation,2,2,2,1,1,2
station manned,2,2,2,1,1,2
station vertical,2,2,2,1,1,2
storm surge,2,2,2,1,1,2
streams earth,2,2,2,1,1,2
structures earth,2,2,2,1,1,2
surface roughness,2,2,2,1,1,2
surface shrub,2,2,2,1,1,2
surge earth,2,2,2,1,1,2
survey annual,2,2,2,1,1,2
survey oceans,2,2,2,1,1,2
system aon,2,2,2,1,1,2
system science,2,2,2,1,1,2
systems earth,2,2,2,1,1,2
teleconnections earth,2,2,2,1,1,2
temperature atmospheric,2,2,2,1,1,2
temperature borehole,2,2,2,1,1,2
temperature greenland,2,2,2,1,1,2
temperature lake,2,2,2,1,1,2
temperature snow,2,2,2,1,1,2
thematic mapper,2,2,2,1,1,2
thermal properties,2,2,2,1,1,2
thule inuit,2,2,2,1,1,2
topographic effects,2,2,2,1,1,2
topography surface,2,2,2,1,1,2
topography topographic,2,2,2,1,1,2
trace metals,2,2,2,1,1,2
transect 100,2,2,2,1,1,2
transect biota,2,2,2,1,1,2
transverse dune,2,2,2,1,1,2
tundra alaska,2,2,2,1,1,2
unknown monthly,2,2,2,1,1,2
vectors 1,2,2,2,1,1,2
vegetation climate,2,2,2,1,1,2
vegetation dominant,2,2,2,1,1,2
vegetation photosynthetically,2,2,2,1,1,2
water balance,2,2,2,1,1,2
water channels,2,2,2,1,1,2
water ground,2,2,2,1,1,2
wave height,2,2,2,1,1,2
weather data,2,2,2,1,1,2
weather melt,2,2,2,1,1,2
weather system,2,2,2,1,1,2
weeds noxious,2,2,2,1,1,2
weekly weekly,2,2,2,1,1,2
wet dry,2,2,2,1,1,2
wind profilers,2,2,2,1,1,2
wind stress,2,2,2,1,1,2
wind wind,2,2,2,1,1,2
woods hole,2,2,2,1,1,2
zone earth,2,2,2,1,1,2
1 cultural,1,1,1,1,1,2
1 lter,1,1,1,1,1,2
1 ltreb,1,1,1,1,1,2
108 dog,1,1,1,1,1,2
109 lunker,1,1,1,1,1,2
12 satellite,1,1,1,1,1,2
120 swamp,1,1,1,1,1,2
13c delta,1,1,1,1,1,2
13c dic,1,1,1,1,1,2
14 ice,1,1,1,1,1,2
142 lter,1,1,1,1,1,2
148.8 american,1,1,1,1,1,2
148.8 salix,1,1,1,1,1,2
148.9 geoscientificinformation,1,1,1,1,1,2
14c soil,1,1,1,1,1,2
15n mass,1,1,1,1,1,2
15n moist,1,1,1,1,1,2
160 lter,1,1,1,1,1,2
160 oil,1,1,1,1,1,2
164 lter,1,1,1,1,1,2
167 f4,1,1,1,1,1,2
167 lter,1,1,1,1,1,2
168 f5,1,1,1,1,1,2
168 lter,1,1,1,1,1,2
1d arctic,1,1,1,1,1,2
1d satellite,1,1,1,1,1,2
2 alkenones,1,1,1,1,1,2
2 lter,1,1,1,1,1,2
2 ltreb,1,1,1,1,1,2
2011 summer,1,1,1,1,1,2
2016 ctd,1,1,1,1,1,2
2016 time,1,1,1,1,1,2
222 radium,1,1,1,1,1,2
226 beaufort,1,1,1,1,1,2
3 aerosol,1,1,1,1,1,2
3 lter,1,1,1,1,1,2
3 ltreb,1,1,1,1,1,2
345 gth57,1,1,1,1,1,2
345 lter,1,1,1,1,1,2
346 lter,1,1,1,1,1,2
346 wounded,1,1,1,1,1,2
347 lter,1,1,1,1,1,2
3d seismic,1,1,1,1,1,2
4 lter,1,1,1,1,1,2
4 ltreb,1,1,1,1,1,2
431 i6,1,1,1,1,1,2
491 perch,1,1,1,1,1,2
5 lter,1,1,1,1,1,2
5 ltreb,1,1,1,1,1,2
56 mooring,1,1,1,1,1,2
6 lter,1,1,1,1,1,2
6 ltreb,1,1,1,1,1,2
60 quickbird,1,1,1,1,1,2
68.7 longitude,1,1,1,1,1,2
6hw ltreb,1,1,1,1,1,2
7 ark,1,1,1,1,1,2
7 lter,1,1,1,1,1,2
7 ltreb,1,1,1,1,1,2
8 ltreb,1,1,1,1,1,2
ablation stake,1,1,1,1,1,2
ablation zones,1,1,1,1,1,2
aboveground belowground,1,1,1,1,1,2
aboveground biomass,1,1,1,1,1,2
aboveground permafrost,1,1,1,1,1,2
abrupt climate,1,1,1,1,1,2
absorbing impurities,1,1,1,1,1,2
abundance 13,1,1,1,1,1,2
abundance 15,1,1,1,1,1,2
abundance calanus,1,1,1,1,1,2
abundance disturbance,1,1,1,1,1,2
abundance historical,1,1,1,1,1,2
accelerometers accelerometers,1,1,1,1,1,2
accelerometers aircraft,1,1,1,1,1,2
accumulation greenland,1,1,1,1,1,2
accumulation north,1,1,1,1,1,2
accumulation rate,1,1,1,1,1,2
accumulation snow,1,1,1,1,1,2
accumulation summit,1,1,1,1,1,2
accumulation zones,1,1,1,1,1,2
acid ice,1,1,1,1,1,2
acids ammonium,1,1,1,1,1,2
active source,1,1,1,1,1,2
activities earth,1,1,1,1,1,2
activity alaska,1,1,1,1,1,2
activity microbial,1,1,1,1,1,2
activity siberia,1,1,1,1,1,2
adaptive systems,1,1,1,1,1,2
adcp mooring,1,1,1,1,1,2
adjustment paleoclimatology,1,1,1,1,1,2
advanced spaceborne,1,1,1,1,1,2
advection acoustic,1,1,1,1,1,2
advection dispersion,1,1,1,1,1,2
aerial vehicle,1,1,1,1,1,2
aerosol aerosol,1,1,1,1,1,2
aerosol concentration,1,1,1,1,1,2
aerosol ftir,1,1,1,1,1,2
aerosol glaciochemistry,1,1,1,1,1,2
aerosol particles,1,1,1,1,1,2
aerosols biomass,1,1,1,1,1,2
aerosols earth,1,1,1,1,1,2
aerosols north,1,1,1,1,1,2
aerosols snow,1,1,1,1,1,2
aes arctic,1,1,1,1,1,2
aes surface,1,1,1,1,1,2
age assembly,1,1,1,1,1,2
age determinations,1,1,1,1,1,2
age iceland,1,1,1,1,1,2
age model,1,1,1,1,1,2
age tephra,1,1,1,1,1,2
air bubbles,1,1,1,1,1,2
air carbon,1,1,1,1,1,2
air composition,1,1,1,1,1,2
air sea,1,1,1,1,1,2
air soil,1,1,1,1,1,2
air turbulence,1,1,1,1,1,2
airborne radar,1,1,1,1,1,2
airborne simulator,1,1,1,1,1,2
aircraft atmospheric,1,1,1,1,1,2
aircraft climatologymeteorologyatmosphere,1,1,1,1,1,2
aircraft grid,1,1,1,1,1,2
aircraft inlandwaters,1,1,1,1,1,2
aircraft mooring,1,1,1,1,1,2
aircraft multiple,1,1,1,1,1,2
aircraft noaa,1,1,1,1,1,2
aircraft sdsu,1,1,1,1,1,2
aircraft weekly,1,1,1,1,1,2
ak alaska,1,1,1,1,1,2
alaska age,1,1,1,1,1,2
