word1,word2,n
ssa,solar_zenith_angle,1
stability,temperature,1
standard_devation_cm,standard_error_cm,1
start,air,1
start,date,1
start,dry,1
station,identifier,1
station,type,1
stationname,sitetype,1
stdev,ammonium,1
stdev,nitrate,1
stdev,nitrite,1
stdev,phosphate,1
stdev,silicate,1
strain,rate,1
stress,1,1
study,location,1
study,site,1
submarine,melting,1
submerged,ice,1
subplot,snow_subplot,1
sugars,no3,1
sulphate,concentration,1
summer,snow,1
super,16,1
surface,minimum,1
surface,snow,1
surface,velocity,1
surface_albedo,surface_downwelling_shortwave_flux,1
surface_downwelling_longwave_flux,surface_upwelling_shortwave_flux,1
surface_downwelling_shortwave_flux,surface_downwelling_longwave_flux,1
surface_shortwave_cloud_radiative_forcing,float,1
surface_temperature,surface_albedo,1
surface_type,cloud,1
surface_upwelling_longwave_flux,short,1
surface_upwelling_shortwave_flux,surface_upwelling_longwave_flux,1
survey,unique,1
swc_2_f,agc,1
system,date,1
t_40cm,ambient,1
t_c1_10,t_c1_2,1
t_c1_2,t_c2_10,1
t_c2_10,t_c2_2,1
t_c2_2,t_c2_20,1
t_c2_20,t_s1_10,1
t_s1_10,t_s1_2,1
t_s1_2,t_s2_10,1
t_s2_10,t_s2_2,1
t_s2_2,t_t1_10,1
t_t1_10,t_t1_2,1
t_t1_2,t_t2_10,1
t_t2_10,t_t2_2,1
t_t2_2,date,1
t10cm,t20cm,1
t20cm,t40cm,1
t40cm,air_temp,1
t5cm,t10cm,1
table,elevation,1
tag,floy,1
tag,pit,1
tag,sex,1
tar100_allele1,tar100_allele2,1
tar100_allele2,tar101_allele1,1
tar101_allele1,tar101_allele2,1
tar101_allele2,tar104_allele1,1
tar103_allele1,tar103_allele2,1
tar103_allele2,tar105_allele1,1
tar104_allele1,tar104_allele2,1
tar104_allele2,tar110_allele1,1
tar105_allele1,tar105_allele2,1
tar105_allele2,tar106_allele1,1
tar106_allele1,tar106_allele2,1
tar106_allele2,tar109_allele1,1
tar108_allele1,tar108_allele2,1
tar108_allele2,watershed,1
tar109_allele1,tar109_allele2,1
tar109_allele2,tar100_allele1,1
tar110_allele1,tar110_allele2,1
tar110_allele2,tar115_allele1,1
tar112_allele1,tar112_allele2,1
tar112_allele2,tar114_allele1,1
tar114_allele1,tar114_allele2,1
tar114_allele2,tar108_allele1,1
tar115_allele1,tar115_allele2,1
tar115_allele2,tar112_allele1,1
tcm,serial,1
td,flower,1
td,notes,1
temp,delta,1
temp,fs,1
temp0_avg,temp25_avg,1
temp1_avg,temp2_avg,1
temp2_avg,temp3_avg,1
temp25_avg,temp50_avg,1
temp3_avg,temp4_avg,1
temp4_avg,temp5_avg,1
temp5_avg,temp6_avg,1
temp50_avg,temp75_avg,1
temp6_avg,temp7_avg,1
temp7_avg,temp8_avg,1
temp75_avg,temp1_avg,1
temperature,anomaly,1
temperature,average,1
temperature,celsius,1
temperature,cloud,1
temperature,current,1
temperature,data,1
temperature,gas,1
temperature,height,1
temperature,labile,1
temperature,latitude,1
temperature,minimum,1
temperature,northing,1
temperature,observation,1
temperature,par,1
temperature,ph,1
temperature,photosynthetically,1
temperature,precipitation,1
temperature,quality,1
temperature,relative,1
temperature,sample,1
temperature,station,1
temperature,transect,1
temperature,uncertainty,1
temptmt,litterbaglocation,1
temptmt,totaln,1
terms,nav,1
terms,url,1
thaw_depth_uncorr,thaw_corr,1
thickness,date,1
thickness,depth,1
thin,gray,1
threshold,percentile,1
threshold,wind,1
tidal,slope,1
tillers,total,1
time,1,1
time,2,1
time,24,1
time,3,1
time,4,1
time,6,1
time,7,1
time,air,1
time,c_c1_10,1
time,cf_cf1_,1
time,collected,1
time,deployed,1
time,incubation,1
time,pco2,1
time,population,1
time,retrieved,1
time,soil,1
time,specific,1
time,speed,1
time,surface_temperature,1
time,temperature,1
time,toa_bidirectional_reflectance,1
time,water,1
timestamp,airtc_avg,1
tissue,dry,1
tissue,sample,1
tissue,type,1
tissues,collected,1
tl,cm,1
tl_cf1_,2,1
tl_cf1_20,tl_cf2_,1
tl_cf2_,10,1
tl_cf2_,2,1
tl_cf2_20,tl_cf2_,1
tl_sg1_,2,1
tl_sg1_20,tl_sg1_,1
tl_sg2_,10,1
tl_sg2_,2,1
tl_sg2_20,tl_tl1_20,1
tl_tl1_,2,1
tl_tl1_20,tl_tl1_,1
tl_tl2_,10,1
tl_tl2_,2,1
tle_14c,plfa,1
toa_bidirectional_reflectance,brightness_temperature,1
toa_bidirectional_reflectance,toa_bidirectional_reflectance,1
toa_net_downward_shortwave_flux,toa_outgoing_shortwave_flux,1
toa_outgoing_longwave_flux,short,1
toa_outgoing_shortwave_flux,toa_outgoing_longwave_flux,1
top,cloud,1
topographic,mapper,1
total,aerosol,1
total,biomass,1
total,daily,1
total,firn,1
total,free,1
total,image,1
total,reducing,1
total_c,total_n,1
total_extractable_n,nh4,1
total_n,total_p,1
totalk,avsoilmoisture,1
totaln,totalnh4,1
totalnh4,totalno3,1
totalno3,totalp,1
totalp,totalk,1
totals,potential,1
training,dataset,1
transect,date,1
transect,site,1
transect,thawed,1
transportation,aod,1
treatment,efflux,1
treatment,plant,1
treatment,pre,1
treatment,snow,1
treatment,thaw,1
treatment,unique,1
treatment.temperature,days.post.fert,1
tree,date,1
tree,photo_umol_m,1
tree,resp_umol_m,1
tree,snow,1
tropospheric,stability,1
trt,location,1
trt,measuredon_2013,1
trt,rep,1
ttf,date,1
tussock,meastype,1
tussock,population,1
tussock,samples,1
type,category,1
type,data,1
type,date,1
type,dry,1
type,identifier,1
type,layer,1
type,longitude,1
type,observed,1
type,plant,1
type,seawater,1
uc,santa,1
ug,d15n,1
um,sample,1
umolesco2,snowdepth_gapfilled,1
uncertainty,br2,1
uncertainty,brcl,1
uncertainty,bro,1
uncertainty,cl2,1
uncertainty,clno2,1
uncertainty,ho2no2,1
uncertainty,hobr,1
uncertainty,ice,1
uncertainty,lm_age_ka,1
uncertainty,n2o5,1
uncertainty,o3,1
uncertainty,temp,1
uncertainty,temperature,1
unique,idenfier,1
unique,plot,1
unit,reaction,1
upper,depth,1
upper,left,1
utc,time,1
v0,flowers,1
v1,v0,1
va,ppb,1
vapor,oxygen,1
vapor,δ18o,1
vapor,δd,1
vegetation,class,1
velocity,1,1
velocity,data,1
velocity,maps,1
velocity,speed,1
velocity,station,1
version,version,1
vertex,coordinates,1
visual,classification,1
voltage,temperature,1
volume,cm3,1
volume,corrected,1
volume,data,1
volume,water,1
warm,par,1
warming,ndvi1,1
warming,par,1
waste,burning,1
water,body,1
water,depth,1
water,equivalence,1
water,ocean,1
water,table,1
waterbodyname,water,1
watershed,site_id,1
watershed,site.id,1
wave,energy,1
wavelength,detection,1
weather,station,1
weight,mother,1
weight,total,1
west,america,1
west,siberia,1
west,water,1
wet,mass,1
wgs84,ellipsoid,1
width,cm,1
wind,direction,1
wind,event,1
winddir_d1_wvt,winddir_sd1_wvt,1
winddir_sd1_wvt,cm3up_avg,1
winter,snow,1
worldview,ice,1
worldview,satellite,1
worldview,stereo,1
ws_ms_avg,ws_ms_max,1
ws_ms_max,ws_ms_s_wvt,1
ws_ms_s_wvt,winddir_d1_wvt,1
wt,cncode,1
wtd,td,1
ww,dry,1
year_ce,annual,1
yearremoved,spidertmt,1
yyyy,block,1
zn,si,1
zooplankton_1,predator,1
zooplankton_10,predator,1
zooplankton_11,predator,1
zooplankton_2,predator,1
zooplankton_3,predator,1
zooplankton_4,predator,1
zooplankton_5,predator,1
zooplankton_6,predator,1
zooplankton_7,predator,1
zooplankton_8,predator,1
zooplankton_9,predator,1
δ18o,water,1
δd,water,1
ω_aragonite,decimal,1
