word1,word2,n
suspended,sediment,5
sustainability,earth,5
temperature,precipitation,5
temperature,sea,5
thermohaline,circulation,5
thermometers,infrared,5
thickness,ice,5
tidal,currents,5
tides,tidal,5
topography,earth,5
total,dissolved,5
tundra,vegetation,5
viking,age,5
water,inflow,5
water,isotopes,5
webs,hydrographic,5
wetlands,earth,5
zooplankton,earth,5
100,kilometers,4
20m,sheba,4
activity,earth,4
aeolian,landforms,4
aerosols,carbonaceous,4
agricultural,lands,4
aircraft,vertical,4
alaska,native,4
aleutian,islands,4
amino,acids,4
amount,earth,4
analyses,biota,4
aon,tussock,4
arctic,grayling,4
arctic,lake,4
arctic,oscillation,4
arctic,plants,4
arctic,resrch,4
arctic,toolik,4
arctic,uas,4
artifacts,lithics,4
barrow,alaska,4
basc,dgps,4
bathymetry,lake,4
biomass,burning,4
biomass,earth,4
bone,tools,4
break,mooring,4
budget,arctic,4
bulk,density,4
buoy,position,4
carbonate,earth,4
chemistry,carbonate,4
chemistry,dissolved,4
chemistry,field,4
chemistry,nitrite,4
chemistry,phosphate,4
circulation,buoy,4
climate,normal,4
cloud,size,4
cloud,vertical,4
compounds,nitrogen,4
computed,tomography,4
cooperative,observer,4
covariance,aon,4
cryosphere,earth,4
daily,manned,4
dalton,highway,4
dendrochronology,tree,4
density,firn,4
depth,aircraft,4
dgps,land,4
dissolved,nitrogen,4
distribution,earth,4
distribution,snow,4
dmsp,oceanography,4
drained,lake,4
dynamics,invasive,4
ecosystems,agricultural,4
ecosystems,beaches,4
elevation,environment,4
environment,earth,4
environmental,sustainability,4
evergreen,vegetation,4
facies,earth,4
fertilization,fishes,4
fire,permafrost,4
fire,vegetation,4
floes,earth,4
flux,arctic,4
gauges,mooring,4
grayling,thymallus,4
greenhouse,gases,4
greenland,arctic,4
greenland,glacial,4
ground,seasonally,4
growth,fertilization,4
hazards,wildfires,4
hydrography,oceanography,4
ice,floes,4
ice,roughness,4
ice,tongue,4
ice,volume,4
imager,satellite,4
imaging,spectroradiometer,4
indicators,erosion,4
indicators,permafrost,4
irms,isotopic,4
island,elson,4
isotopic,ratio,4
kilometer,daily,4
kilometers,annual,4
lake,depth,4
lake,lake,4
lands,earth,4
landscape,management,4
leaves,phenology,4
lidar,arctic,4
lithics,bone,4
loggers,earth,4
makarov,basin,4
marine,mammal,4
marine,sediment,4
masses,earth,4
meters,wind,4
microscopes,field,4
models,habitat,4
moderate,resolution,4
modis,moderate,4
multispectral,remote,4
nitrate,ammonium,4
nitrite,earth,4
noaa,12,4
normal,30,4
nws,cooperative,4
observatory,ctd,4
observer,arctic,4
ocean,waves,4
oceanographic,mooring,4
oceanography,climatologymeteorologyatmosphere,4
optical,depth,4
optics,photosynthetically,4
orbiters,satellite,4
oxygen,isotopes,4
permafrost,carbon,4
permafrost,ground,4
permafrost,melt,4
phenology,alpine,4
phosphate,earth,4
physical,oceanographic,4
physics,arctic,4
plankton,earth,4
planning,organic,4
populations,streams,4
potential,temperature,4
precipitation,amount,4
precipitation,snow,4
pressure,temperature,4
probe,250,4
probe,automatic,4
probe,earth,4
processes,beaches,4
processes,sedimentation,4
production,aquatic,4
products,earth,4
profiler,mooring,4
properties,cloud,4
properties,isotopes,4
radar,winter,4
radiocarbon,earth,4
radiometers,irms,4
radiometers,modis,4
ratio,mass,4
records,earth,4
research,land,4
resolution,imaging,4
resources,earth,4
resrch,supprt,4
salix,glauca,4
satellite,arctic,4
sea,elson,4
sea,northern,4
sediment,chemistry,4
sensing,calm,4
sensors,1,4
sensors,automated,4
settlements,earth,4
sheba,flux,4
sheet,topography,4
shelf,break,4
shrub,ring,4
snow,earth,4
snow,optical,4
snow,stratigraphy,4
society,environment,4
soils,earth,4
species,arctic,4
spectrometers,drifting,4
spectroradiometers,earth,4
station,multiple,4
streams,arctic,4
streams,growth,4
streams,tundra,4
structure,earth,4
subarctic,fire,4
surface,arctic,4
surface,geomorphic,4
survey,automatic,4
sustainability,environmental,4
system,automatic,4
system,drifting,4
taku,glacier,4
teleconnections,arctic,4
temperature,potential,4
temperature,reconstruction,4
term,research,4
tethered,balloon,4
thermokarst,hydrogeophysics,4
thymallus,arcticus,4
tools,field,4
tower,land,4
transect,vertical,4
transmission,earth,4
treeline,white,4
tundra,fluxes,4
tundra,streams,4
uas,multispectral,4
unknown,1,4
vectors,multiple,4
vegetation,biomass,4
vertebrates,fish,4
vertical,distribution,4
volcanic,activity,4
volume,glacier,4
water,runoff,4
water,table,4
weather,earth,4
weekly,geoscientificinformation,4
white,spruce,4
wind,profiler,4
wind,vanes,4
winter,accumulation,4
1000,kilometers,3
12,arctic,3
18,pressure,3
915mhz,arctic,3
absorption,earth,3
accelerator,mass,3
acids,doc,3
administrative,divisions,3
agriculture,earth,3
alaska,american,3
alaska,pipeline,3
alaska,toolik,3
alaska,weather,3
alt,insar,3
america,alaska,3
america,united,3
american,community,3
american,indian,3
ams,accelerator,3
analyses,oceans,3
analyzers,fluorometers,3
analyzers,sami,3
animal,commodities,3
animal,science,3
aon,wet,3
aperture,radar,3
aquatic,sciences,3
aquifer,greenland,3
archaeology,aleutian,3
arctic,alaska,3
arctic,arctic,3
arctic,boreal,3
arctic,fire,3
arctic,lakes,3
arctic,paleoclimate,3
arctic,social,3
arctic,treeline,3
argos,argos,3
argos,data,3
arm,smos,3
atigun,river,3
atlantic,ocean,3
atlantic,oscillation,3
attenuation,transmission,3
automated,weather,3
automatic,measuring,3
avhrr,advanced,3
bacteria,archaea,3
balloon,arctic,3
basin,eastern,3
basin,northern,3
behavior,disaster,3
behavior,field,3
biodiversity,functions,3
boreal,forest,3
boreal,treeline,3
boundaries,administrative,3
boundaries,political,3
canopy,transpiration,3
carbon,carbon,3
carbon,cycle,3
carbon,cycling,3
carbon,isotope,3
carbon,radiocarbon,3
cdom,nutrients,3
chamber,field,3
chamberlin,glacier,3
chemistry,alkalinity,3
chemistry,silicate,3
chromophoric,dissolved,3
classification,bacteria,3
climate,model,3
climatologymeteorologyatmosphere,drifting,3
co2,automatic,3
co2,flux,3
colorimeters,field,3
column,water,3
community,structure,3
community,survey,3
concentration,chlorophyll,3
continent,north,3
coordinate,reference,3
core,biomass,3
core,chemistry,3
corers,ship,3
correlation,flux,3
cover,classification,3
currents,sea,3
daily,geoscientificinformation,3
data,analysis,3
data,collection,3
data,handling,3
data,management,3
data,set,3
dbo,marine,3
deflation,earth,3
deformation,ice,3
delta,alaska,3
density,siberia,3
depth,models,3
devices,earth,3
dimensions,earth,3
dioxide,tundra,3
disaster,response,3
doc,dissolved,3
doe,arm,3
domain,electromagnetic,3
dynamics,biodiversity,3
dynamics,grazing,3
earth,geodetics,3
earth,rocks,3
eastern,makarov,3
eastern,siberian,3
ecology,biota,3
ecosystems,shrubland,3
electrical,conductivity,3
electromagnetic,geoprofiler,3
electromagnetic,time,3
environment,inlandwaters,3
enzyme,activity,3
eos,terra,3
equivalent,snow,3
equivalent,soil,3
eriophorum,vaginatum,3
extent,earth,3
extracellular,enzyme,3
fine,root,3
finned,fishes,3
firn,air,3
firn,compaction,3
firn,ice,3
fish,ray,3
fishes,arctic,3
fjord,greenland,3
flux,canopy,3
freeze,thaw,3
functions,earth,3
functions,photosynthesis,3
gas,chamber,3
geomorphology,coastal,3
glacier,glaciology,3
glacier,petermann,3
glacier,thickness,3
glacier,topography,3
glaciers,manned,3
gravity,waves,3
gt,spectrometers,3
handling,data,3
heat,flux,3
herbivory,earth,3
highway,latitude,3
hour,drifting,3
humidity,wind,3
hydrology,north,3
ice,deformation,3
ice,freeze,3
ice,irradiance,3
ice,melt,3
ice,reflectance,3
ice,shelf,3
imager,earth,3
impacts,earth,3
indian,alaska,3
indicators,volcanic,3
insar,alaska,3
interactions,grazing,3
interactions,species,3
ion,concentration,3
irradiance,ocean,3
island,beaufort,3
islands,islands,3
iss,915mhz,3
itex,alpine,3
jago,river,3
kilometer,weekly,3
kilometers,monthly,3
kilometers,weekly,3
kuskokwim,delta,3
lake,basin,3
lake,ltreb,3
lake,temperature,3
lakes,oceans,3
land,tenure,3
landforms,beaches,3
landforms,shorelines,3
laptev,sea,3
larix,cajanderi,3
layer,permafrost,3
layer,transect,3
licor,soil,3
light,attenuation,3
location,system,3
logging,tools,3
logs,arctic,3
longwave,radiation,3
magnetic,resonance,3
magnetic,susceptibility,3
mammal,visual,3
management,data,3
marine,geochemistry,3
matter,primary,3
measuring,instrument,3
meters,ship,3
meters,unknown,3
methane,carbon,3
microbe,nitrogen,3
microbial,biomass,3
microscopes,ship,3
microwave,radiometer,3
minerals,crystals,3
mooring,data,3
mooring,multiple,3
mooring,oceans,3
mooring,transect,3
motion,drifting,3
mountains,artifacts,3
multichannel,microwave,3
multiple,vertical,3
native,language,3
navigation,radio,3
net,oceanography,3
net,radiation,3
net,radiometers,3
nets,plankton,3
nitrite,nitrate,3
nitrogen,carbon,3
nitrogen,fire,3
north,america,3
northern,eastern,3
northern,laptev,3
nuclear,magnetic,3
nutrients,delta,3
observational,data,3
observatory,mooring,3
observatory,radial,3
ocean,nabos,3
ocean,salinity,3
oceans,aquatic,3
oceans,ponds,3
oceans,tides,3
od1507,petermann,3
operations,logs,3
optics,absorption,3
optics,attenuation,3
optics,turbidity,3
oxygen,argon,3
oxygen,concentration,3
oxygen,earth,3
paleoclimate,alaska,3
particulate,matter,3
permafrost,siberia,3
permafrost,thaw,3
petermann,fjord,3
petermann,glacier,3
petermann15,od1507,3
phenology,manned,3
phosphate,silica,3
phosphorus,carbon,3
photosynthesis,earth,3
phytoplankton,earth,3
phytoplankton,ship,3
plankton,nets,3
plant,ecology,3
plant,herbivory,3
plant,succession,3
plants,microalgae,3
polar,cyberinfrastructure,3
political,divisions,3
ponds,streams,3
position,earth,3
position,location,3
precipitation,arctic,3
precipitation,earth,3
precipitation,rate,3
pressure,atmospheric,3
probe,monthly,3
processes,deflation,3
processes,dunes,3
processes,estuaries,3
profiler,earth,3
profiler,ncar,3
radar,earth,3
radial,unknown,3
radiation,optical,3
radiation,sea,3
radio,argos,3
radiocarbon,amino,3
radiometer,earth,3
radiometers,ams,3
radiometers,automated,3
radiometers,avhrr,3
radiometers,net,3
radiometers,smmr,3
rass,ncar,3
rawinsonde,ncar,3
ray,finned,3
reconstruction,earth,3
reference,system,3
research,aircraft,3
resolution,radiometer,3
respiration,earth,3
response,earth,3
ring,width,3
river,beaufort,3
river,ice,3
river,kaktovik,3
river,kuparuk,3
rocks,minerals,3
salinity,phosphate,3
sami,co2,3
sampling,biology,3
sampling,models,3
sap,flux,3
satellite,image,3
satellite,unknown,3
scanning,multichannel,3
scrub,earth,3
sea,bering,3
sea,observational,3
sediment,ice,3
sensors,observatory,3
set,nabos,3
sheet,thickness,3
shelf,ice,3
ship,ice,3
ship,unknown,3
shortwave,radiation,3
shrubland,scrub,3
siberian,sea,3
silica,nitrite,3
smmr,scanning,3
smos,arctic,3
snow,microbe,3
soil,bulk,3
soil,horizons,3
soil,organic,3
soil,ph,3
solar,radiation,3
sound,hydrography,3
sound,kelp,3
sounders,aircraft,3
sounders,electromagnetic,3
sounders,field,3
sounders,upward,3
southern,chukchi,3
spectrometers,500,3
spectroradiometer,satellite,3
spectroradiometers,automated,3
spectroradiometers,field,3
spruce,snow,3
station,annual,3
station,daily,3
station,grid,3
station,monthly,3
station,orthomosaic,3
stomatal,conductance,3
storms,earth,3
stratigraphy,earth,3
succession,earth,3
supprt,logisti,3
surface,height,3
surface,nuclear,3
survey,alaska,3
survey,inlandwaters,3
survey,ship,3
synthetic,aperture,3
tape,manned,3
teleconnections,north,3
temperature,active,3
temperature,indicators,3
temperature,soil,3
tenure,earth,3
tfs,alaska,3
thaw,earth,3
thickness,arctic,3
tide,model,3
time,domain,3
time,lapse,3
tomography,ct,3
toolik,river,3
topography,ice,3
trajectory,1,3
trans,alaska,3
transect,image,3
transect,unknown,3
transient,electromagnetic,3
transpiration,water,3
tree,physiology,3
tundra,aon,3
tundra,ponds,3
unknown,annual,3
unknown,inlandwaters,3
vegetation,evergreen,3
vegetation,nitrogen,3
vegetation,nutrients,3
vertebrates,birds,3
water,ion,3
water,properties,3
waves,gravity,3
weekly,elevation,3
woody,debris,3
yukon,kuskokwim,3
10be,dating,2
1980,eriophorum,2
4dda,models,2
69,longitude,2
acoustic,communication,2
advanced,microwave,2
aerosols,particulate,2
age,survey,2
ages,ice,2
agricultural,expansion,2
agriculture,plant,2
air,content,2
aircraft,ncar,2
aircraft,transect,2
alaska,floatplane,2
alaska,ice,2
alaska,precipitation,2
aleutian,low,2
alkalinity,earth,2
alkalinity,western,2
ammonia,earth,2
analysis,models,2
analyzers,fluorescence,2
analyzers,manned,2
angiosperms,flowering,2
annual,decadal,2
annual,inlandwaters,2
annual,kite,2
annual,monthly,2
aon,climatologymeteorologyatmosphere,2
aquatic,invasive,2
ar,oxygen,2
arcss,aon,2
arcss,arcsees,2
arcss,vegetation,2
arctic,coastal,2
arctic,conductivity,2
arctic,greenland,2
arctic,light,2
arctic,marine,2
arctic,methane,2
arctic,microbial,2
arctic,phenology,2
arctic,regional,2
arctic,research,2
arctic,sediment,2
arctic,shrub,2
arctic,snow,2
arctic,system,2
arctic,terrestrial,2
arctic,watershed,2
argon,underway,2
atmospheric,phenomena,2
atqasuk,barrow,2
aws,automated,2
balance,beaufort,2
balance,surface,2
barchan,transverse,2
basin,thermokarst,2
beaufort,gyre,2
beaver,dams,2
beavers,beaver,2
behavior,hazard,2
benthic,habitat,2
beo,chamber,2
biogenic,silica,2
biogeochemical,processes,2
biogeochemistry,carbon,2
biogeochemistry,estuaries,2
biological,oxygen,2
biomass,pacmars,2
biota,geoscientificinformation,2
birds,earth,2
birnirk,thule,2
bivalves,earth,2
borehole,greenland,2
boreholes,manned,2
bottles,aircraft,2
bottles,earth,2
boundary,layer,2
brightness,temperature,2
budget,earth,2
budget,longwave,2
bulb,thermometers,2
buoy,automated,2
buoy,hourly,2
cajanderi,basal,2
calanus,hyperboreus,2
cameras,30,2
cameras,camera,2
canning,river,2
canopy,cover,2
cap,ice,2
capacity,earth,2
carbon,flux,2
carbon,paroms,2
carbon,water,2
carbonate,data,2
cast,mooring,2
catchments,alaska,2
change,earth,2
change,ice,2
chemical,weathering,2
chemistry,ammonia,2
chemistry,biogeochemical,2
chemistry,chlorophyll,2
chemistry,halocarbons,2
chemistry,ice,2
chemistry,manned,2
chemistry,marine,2
chemistry,ocean,2
chlorophyll,distributed,2
chukchi,beaufort,2
ci,curve,2
class,arctic,2
classification,earth,2
classification,protists,2
climate,meteorology,2
climate,warming,2
climate,weather,2
clouds,earth,2
clouds,polder,2
coastal,plain,2
cods,haddocks,2
colville,river,2
commodities,field,2
community,earth,2
community,metabolism,2
community,production,2
compaction,snow,2
concentrations,chromophoric,2
conductivity,accumultion,2
conductivity,suspended,2
connectivity,hydrology,2
conservation,earth,2
content,earth,2
content,field,2
content,soil,2
core,alaska,2
core,data,2
core,glaciochemistry,2
core,ice,2
core,melt,2
core,stable,2
corers,ice,2
corers,snow,2
cosmogenic,isotopes,2
cosmogenic,nuclide,2
cover,vegetation,2
crescentic,barchan,2
crop,products,2
ct,sediment,2
cultural,features,2
currents,arctic,2
cut,dalton,2
cycling,field,2
dams,arctic,2
daphnia,zooplankton,2
data,dissolved,2
data,interoperability,2
data,sea,2
dating,glacial,2
debris,fires,2
decadal,geoscientificinformation,2
decomposition,earth,2
density,cutter,2
depth,hydrology,2
depth,north,2
depth,permafrost,2
depth,snow,2
detectors,photometers,2
devices,automatic,2
diatoms,earth,2
diatoms,sea,2
dicots,earth,2
difference,vegetation,2
dimensions,socioeconomics,2
dioxide,methane,2
dioxide,soil,2
discharge,hydrologic,2
discharge,river,2
discharge,runoff,2
dissolved,gases,2
dissolved,solids,2
disturbance,populations,2
doc,noaa,2
dominant,species,2
drainage,drained,2
drift,glacial,2
dry,precipitation,2
dune,earth,2
dunes,crescentic,2
earth,tectonics,2
ecology,biology,2
ecology,oceanography,2
ecology,thaw,2
ecosystems,benthic,2
ecosystems,biogeochemistry,2
ecosystems,chlorophyll,2
ecosystems,dissolved,2
ecosystems,estuarine,2
ecotypes,transplant,2
ectomycorrhizal,fungi,2
edge,mooring,2
edges,earth,2
educational,attainmente,2
effects,earth,2
electra,n308d,2
electromagnetic,lakes,2
elements,earth,2
environment,society,2
eos,satellite,2
era,interim,2
estuaries,lakes,2
estuarine,habitat,2
expansion,earth,2
famine,earth,2
fauna,earth,2
features,earth,2
feng,yun,2
fertility,earth,2
field,crop,2
fire,alaska,2
fire,siberia,2
firn,density,2
firn,temperature,2
fishes,cods,2
fjords,earth,2
flexpart,era,2
floods,earth,2
flowering,plants,2
fluxes,tundra,2
foliar,natrual,2
foliar,nitrogen,2
fragmentation,earth,2
fragmentation,reclamation,2
freshwater,zooplankton,2
functions,decomposition,2
gas,saturation,2
gases,earth,2
gases,greenhouse,2
gastropods,earth,2
gauges,drifting,2
geochemistry,biogeochemical,2
geochemistry,earth,2
geochronology,radiocarbon,2
geodetics,coordinate,2
geophysics,lake,2
geophysics,transient,2
geos,chem,2
glacial,drift,2
glacial,meltwater,2
glacial,moraines,2
glacier,alaska,2
glacier,dynamics,2
glacier,ice,2
glacier,lake,2
glacier,time,2
glaciers,glaciation,2
goose,herbivory,2
gps,biota,2
gps,receivers,2
greenland,lakes,2
greenland,summit,2
gridded,models,2
gross,primary,2
growth,common,2
hazard,mitigation,2
hazards,famine,2
history,earth,2
hole,oceanographic,2
holocene,methane,2
horizons,profile,2
hour,inlandwaters,2
hour,ship,2
hydrologic,processes,2
hydrology,oceans,2
hydrology,permafrost,2
hyperboreus,zooplankton,2
ice,augers,2
ice,bacteria,2
ice,bering,2
ice,cores,2
ice,cryostructures,2
ice,cut,2
ice,edges,2
ice,surface,2
ice,thermal,2
ice,wedges,2
icebergs,earth,2
icp,ms,2
ii,mmp,2
image,grids,2
image,processing,2
imaging,radars,2
imnavait,creek,2
impacts,agricultural,2
impacts,conservation,2
incoming,solar,2
increment,density,2
indicators,sea,2
indicators,ship,2
indigenous,vegetation,2
infrastructure,cultural,2
inorganic,carbonate,2
interactions,earth,2
inuit,inupiat,2
invasive,plants,2
invertebrates,earth,2
irradiance,earth,2
island,sediment,2
isotopes,carbon,2
isotopes,greenland,2
isotopes,underway,2
isotopic,values,2
kangerlussuaq,greenland,2
kilometers,climate,2
kilometers,decadal,2
lagoon,beaufort,2
lake,142,2
lake,160,2
lake,164,2
lake,167,2
lake,168,2
lake,345,2
lake,346,2
lake,347,2
lake,drainage,2
lake,gth,2
lake,osmosampler,2
lake,sediment,2
lake,sediments,2
lake,toolik,2
lakes,ice,2
lakes,kuparuk,2
lakes,lake,2
land,resources,2
language,retention,2
lanscape,landscape,2
lapse,photos,2
late,holocene,2
latitude,69,2
layer,ice,2
leaf,characteristics,2
leaf,growth,2
level,change,2
lichen,understory,2
life,history,2
location,climatologymeteorologyatmosphere,2
location,imagerybasemapsearthcover,2
loggers,aws,2
loggers,observatory,2
longitude,148.8,2
low,paleoclimate,2
mammals,rodents,2
marine,arctic,2
matter,aquatic,2
matter,biogeochemistry,2
matter,cdom,2
matter,discharge,2
matter,movement,2
meade,river,2
measurements,earth,2
mechanics,earth,2
melt,layer,2
melt,percolation,2
melt,runoff,2
mesonet,surface,2
meteorological,data,2
meteorological,station,2
meter,climatologymeteorologyatmosphere,2
meter,monthly,2
meters,climatologymeteorologyatmosphere,2
meters,field,2
methane,arctic,2
methane,earth,2
methane,nitrous,2
methane,soil,2
microalgae,diatoms,2
microwave,scanning,2
minute,biota,2
minute,daily,2
minute,geoscientificinformation,2
minute,oceans,2
mitigation,planning,2
mmp,mooring,2
model,climate,2
model,sea,2
models,models,2
modis,flexpart,2
mollusks,gastropods,2
monoxide,earth,2
mooring,ambient,2
mooring,bering,2
multiple,oceans,2
multiple,swath,2
multiple,unknown,2
n308d,aircraft,2
nana,salix,2
natrual,abundance,2
navigation,satellite,2
ncar,electra,2
neighbor,removal,2
nesdis,noaa,2
net,community,2
nitrogen,alaska,2
nitrogen,ecotypes,2
nitrogen,ratio,2
nitrogen,soil,2
nitrogen,total,2
nitrous,oxide,2
nmc,gridded,2
noaa,nesdis,2
noaa,u.s,2
noise,mooring,2
normalized,difference,2
north,ice,2
north,pacific,2
northwest,territories,2
noxious,plants,2
nuclide,10be,2
o2,isotopes,2
observatory,automated,2
observatory,mackenzie,2
observatory,transect,2
observatory,unknown,2
ocean,acoustic,2
ocean,chukchi,2
ocean,glacier,2
ocean,tides,2
ocean,tracers,2
oceanographic,institution,2
oceanography,ocean,2
optics,irradiance,2
optics,scattering,2
organic,layer,2
orthomosaic,atigun,2
oxide,greenhouse,2
oxides,earth,2
oxygen,deuterium,2
oxygen,gas,2
oxygen,oxygen:argon,2
oxygen,saturation,2
pacific,marine,2
pacmars,pacific,2
paleoclimate,earth,2
paleoclimate,holocene,2
particle,size,2
paul,island,2
percolation,elution,2
permafrost,active,2
permafrost,methane,2
permafrost,runoff,2
permafrost,soils,2
permafrost,tundra,2
peters,lake,2
phenology,common,2
phenology,leaf,2
phenomena,storms,2
phosphorus,potassium,2
photosynthesis,respiration,2
photosynthesis,stomatal,2
pipeline,toolik,2
plain,arctic,2
planning,earth,2
plant,commodities,2
plant,lichen,2
plants,angiosperms,2
plants,dicots,2
platform,manned,2
platform,vertical,2
plio,pleistocene,2
poa,pratensis,2
polder,modis,2
pollen,earth,2
pollutant,profile,2
populations,photosynthesis,2
pore,water,2
post,glacial,2
precipitation,climate,2
precipitation,reconstruction,2
precipitation,samplers,2
precipitation,water,2
precipitation,wind,2
pressure,measurements,2
probe,observatory,2
probes,transect,2
processes,cosmogenic,2
processes,erosion,2
processes,fjords,2
processes,hydrology,2
processes,sea,2
processes,shorelines,2
production,net,2
productivity,earth,2
profile,50,2
profile,unknown,2
profiles,earth,2
properties,avak,2
properties,isotope,2
properties,water,2
protists,plankton,2
pyranometers,automatic,2
pyranometers,earth,2
pyrgeometers,automated,2
pyrgeometers,earth,2
quickbird,land,2
radar,gpr,2
radar,radio,2
radiation,albedo,2
radiation,heat,2
radiation,incoming,2
radiation,net,2
radiation,par,2
radiation,reflectance,2
radiation,relative,2
radiation,shortwave,2
radio,beacon,2
radio,detection,2
radio,sounders,2
radiocarbon,ages,2
radiometer,arctic,2
radiometer,eos,2
radiometer,satellite,2
radiometers,amsr,2
rain,earth,2
rain,field,2
range,transport,2
rawinsonde,class,2
ray,fluorescence,2
receivers,field,2
reciprocal,transplant,2
reconstructions,earth,2
reconstructions,sea,2
records,fauna,2
records,methane,2
records,pollen,2
recreation,destination,2
reflectance,arctic,2
refuge,chamberlin,2
regional,synthesis,2
removal,response,2
research,4dda,2
resonance,permafrost,2
respiration,specific,2
response,surface,2
retention,educational,2
ring,earth,2
ring,tree,2
riparian,wetlands,2
river,colville,2
river,conductivity,2
river,imnavait,2
river,meade,2
river,temperature,2
river,thermokarst,2
river,trans,2
river,turbidity,2
rna,virus,2
rod,earth,2
rodents,earth,2
root,biomass,2
runoff,seasonality,2
salinity,mooring,2
salinity,ph,2
salinity,sea,2
salinity,ship,2
samplers,wet,2
satellite,oceans,2
satellite,quickbird,2
satellite,radio,2
saturation,community,2
scanning,radiometer,2
scattering,earth,2
science,animal,2
science,lanscape,2
science,program,2
science,reclamation,2
science,weeds,2
sciences,earth,2
sea,beaufort,2
sea,canning,2
sea,chukchi,2
sea,productivity,2
seasonality,snow,2
sediment,carbon,2
sediment,concentration,2
sedimentary,structures,2
sediments,sedimentary,2
sediments,ship,2
sediments,suspended,2
seismic,data,2
sensing,imaging,2
sensors,drifting,2
series,lakes,2
sheet,snow,2
sheets,icebergs,2
shelf,edge,2
ship,multiple,2
ship,seawater,2
ship,zooplankton,2
shrub,expansion,2
siberian,yupik,2
silicate,earth,2
slope,arctic,2
snow,accumulation,2
snow,chemistry,2
snow,sea,2
snow,snowfence,2
snow,solid,2
snowfall,aleutian,2
social,spatial,2
society,climatologymeteorologyatmosphere,2
society,oceans,2
socioeconomics,earth,2
soil,arctic,2
soil,beo,2
soil,fertility,2
soil,heat,2
soil,mechanics,2
soil,snow,2
soils,electrical,2
solid,precipitation,2
sonar,oceanography,2
sound,beaufort,2
sound,oceanography,2
sounders,earth,2
sounders,gpr,2
sounders,radio,2
sounders,wind,2
spatial,data,2
species,life,2
specific,leaf,2
spectrometer,manned,2
spectrometers,aircraft,2
spectrometers,observatory,2
spectrometers,ship,2
st,paul,2
station,100,2
station,250,2
station,geoscientificinformation,2
station,manned,2
station,vertical,2
station,weather,2
storm,surge,2
strait,southern,2
streams,avak,2
streams,earth,2
streams,total,2
structures,earth,2
surface,roughness,2
surface,shrub,2
surge,earth,2
survey,annual,2
survey,climatologymeteorologyatmosphere,2
survey,oceans,2
system,aon,2
system,science,2
systems,earth,2
teleconnections,earth,2
temperature,atmospheric,2
temperature,borehole,2
temperature,greenland,2
temperature,kuparuk,2
temperature,lake,2
temperature,profiles,2
temperature,relative,2
temperature,snow,2
temperature,temperature,2
terrestrial,toolik,2
thaw,pond,2
thematic,mapper,2
thermal,conductivity,2
thermal,properties,2
thermokarst,lake,2
thermometers,field,2
thule,inuit,2
toed,ungulates,2
tongue,ice,2
topographic,effects,2
topography,surface,2
topography,topographic,2
total,alkalinity,2
trace,metals,2
transect,100,2
transect,500,2
transect,biota,2
transect,multiple,2
transplant,experiment,2
transplant,garden,2
transverse,dune,2
triple,oxygen,2
tundra,alaska,2
tundra,grid,2
tundra,manned,2
turbidity,river,2
u.s,department,2
underway,western,2
unknown,monthly,2
vaginatum,transplant,2
vectors,1,2
vegetation,climate,2
vegetation,dominant,2
vegetation,indigenous,2
vegetation,leaf,2
vegetation,photosynthetically,2
visualization,image,2
visualization,visualization,2
water,balance,2
water,channels,2
water,floods,2
water,ground,2
watershed,catchments,2
wave,height,2
weather,data,2
weather,melt,2
weather,system,2
weather,temperature,2
weeds,noxious,2
weekly,location,2
weekly,weekly,2
wet,dry,2
wetlands,riparian,2
width,continent,2
wind,profilers,2
wind,stress,2
wind,wind,2
woods,hole,2
yun,1d,2
yupik,names,2
zone,earth,2
zooplankton,tundra,2
1,cultural,1
1,lter,1
1,ltreb,1
108,dog,1
109,lunker,1
12,satellite,1
120,swamp,1
13c,delta,1
13c,dic,1
14,ice,1
142,lter,1
148.8,american,1
148.8,salix,1
148.9,geoscientificinformation,1
14c,soil,1
15n,mass,1
15n,moist,1
160,lter,1
160,oil,1
164,lter,1
167,f4,1
167,lter,1
168,f5,1
168,lter,1
1d,arctic,1
1d,satellite,1
2,alkenones,1
2,lter,1
2,ltreb,1
2011,summer,1
2016,ctd,1
2016,time,1
222,radium,1
226,beaufort,1
3,aerosol,1
3,lter,1
3,ltreb,1
345,gth57,1
345,lter,1
346,lter,1
346,wounded,1
347,lter,1
3d,seismic,1
4,lter,1
4,ltreb,1
431,i6,1
491,perch,1
5,lter,1
5,ltreb,1
56,mooring,1
6,lter,1
6,ltreb,1
60,quickbird,1
68.7,longitude,1
6hw,ltreb,1
7,ark,1
7,lter,1
7,ltreb,1
8,ltreb,1
ablation,stake,1
ablation,zones,1
aboveground,belowground,1
aboveground,biomass,1
aboveground,permafrost,1
abrupt,climate,1
absorbing,impurities,1
abundance,13,1
abundance,15,1
abundance,calanus,1
abundance,disturbance,1
abundance,historical,1
accelerometers,accelerometers,1
accelerometers,aircraft,1
accumulation,greenland,1
accumulation,north,1
accumulation,rate,1
accumulation,snow,1
accumulation,summit,1
accumulation,zones,1
acid,ice,1
acids,ammonium,1
active,source,1
activities,earth,1
activity,alaska,1
activity,microbial,1
activity,siberia,1
adaptive,systems,1
adcp,mooring,1
adjustment,paleoclimatology,1
advanced,spaceborne,1
advection,acoustic,1
advection,dispersion,1
aerial,vehicle,1
