"","identifier","word1","word2","word3"
"436","doi:10.18739/A2057CR99","data.csv",NA,NA
"437","doi:10.18739/A2057CS2C","i",NA,NA
"438","doi:10.18739/A2057CS2C","7",NA,NA
"439","doi:10.18739/A2057CS2C","hypsography.csv",NA,NA
"440","doi:10.18739/A2057CS2C","i",NA,NA
"441","doi:10.18739/A2057CS2C","7",NA,NA
"442","doi:10.18739/A2057CS2C","sonar",NA,NA
"443","doi:10.18739/A2057CS2C","final",NA,NA
"444","doi:10.18739/A2057CS2C","adc.csv",NA,NA
"445","doi:10.18739/A2057CS2C","i",NA,NA
"446","doi:10.18739/A2057CS2C","7",NA,NA
"447","doi:10.18739/A2057CS2C","bathy",NA,NA
"448","doi:10.18739/A2057CS2C","interp.zip",NA,NA
"449","doi:10.18739/A2057CS2C","i",NA,NA
"450","doi:10.18739/A2057CS2C","7",NA,NA
"451","doi:10.18739/A2057CS2C","area.zip",NA,NA
"452","doi:10.18739/A2057CS2C","i",NA,NA
"453","doi:10.18739/A2057CS2C","7",NA,NA
"454","doi:10.18739/A2057CS2C","bathy",NA,NA
"455","doi:10.18739/A2057CS2C","points.zip",NA,NA
"456","doi:10.18739/A2057CS2C","i",NA,NA
"457","doi:10.18739/A2057CS2C","7",NA,NA
"458","doi:10.18739/A2057CS2C","contours.zip",NA,NA
"459","doi:10.18739/A2057CS2C","i",NA,NA
"460","doi:10.18739/A2057CS2C","7",NA,NA
"461","doi:10.18739/A2057CS2C","deep",NA,NA
"462","doi:10.18739/A2057CS2C","spots.zip",NA,NA
"463","doi:10.18739/A2057CS2C","i",NA,NA
"464","doi:10.18739/A2057CS2C","7",NA,NA
"465","doi:10.18739/A2057CS2C","perimeter.zip",NA,NA
"466","doi:10.18739/A2057CS4B","amf",NA,NA
"467","doi:10.18739/A2057CS4B","ca",NA,NA
"468","doi:10.18739/A2057CS4B","gro",NA,NA
"469","doi:10.18739/A2057CS4B","base",NA,NA
"470","doi:10.18739/A2057CS4B","hh",NA,NA
"471","doi:10.18739/A2057CS4B","1",NA,NA
"472","doi:10.18739/A2057CS4B","1",NA,NA
"473","doi:10.18739/A2057CS4B","csv",NA,NA
"474","doi:10.18739/A2057CS9R","smtmplpolx1",NA,NA
"475","doi:10.18739/A2057CS9R","a1.20130101.000000",NA,NA
"476","doi:10.18739/A2057CS9R","cdf",NA,NA
"477","doi:10.18739/A2058X","consolidated",NA,NA
"478","doi:10.18739/A2058X","datalogger",NA,NA
"479","doi:10.18739/A2058X","output",NA,NA
"480","doi:10.18739/A2086356K","snowdata",NA,NA
"481","doi:10.18739/A2086356K","calon",NA,NA
"482","doi:10.18739/A2086356K","aliss",NA,NA
"483","doi:10.18739/A2086356K","northslope",NA,NA
"484","doi:10.18739/A2086356K","2012",NA,NA
"485","doi:10.18739/A2086356K","2018",NA,NA
"486","doi:10.18739/A2086356K","csv",NA,NA
"487","doi:10.18739/A20863604","2015",NA,NA
"488","doi:10.18739/A20863604","2016",NA,NA
"489","doi:10.18739/A20863604","winter",NA,NA
"490","doi:10.18739/A20863604","n2",NA,NA
"491","doi:10.18739/A20863604","dissoxy.csv",NA,NA
"492","doi:10.18739/A20863604","2015",NA,NA
"493","doi:10.18739/A20863604","2016",NA,NA
"494","doi:10.18739/A20863604","winter",NA,NA
"495","doi:10.18739/A20863604","n2",NA,NA
"496","doi:10.18739/A20863604","spconductance.csv",NA,NA
"497","doi:10.18739/A20863604","2015",NA,NA
"498","doi:10.18739/A20863604","2016",NA,NA
"499","doi:10.18739/A20863604","winter",NA,NA
"500","doi:10.18739/A20863604","n2",NA,NA
"501","doi:10.18739/A20863604","temperature.csv",NA,NA
"502","doi:10.18739/A20863623","1972",NA,NA
"503","doi:10.18739/A20863623","csv",NA,NA
"504","doi:10.18739/A20C0Z","97roll2",NA,NA
"505","doi:10.18739/A20C0Z","csv",NA,NA
"506","doi:10.18739/A20C1B","71roll1",NA,NA
"507","doi:10.18739/A20C1B","csv",NA,NA
"508","doi:10.18739/A20C4SJ9H","s3",NA,NA
"509","doi:10.18739/A20C4SJ9H","hypsography.csv",NA,NA
"510","doi:10.18739/A20C4SJ9H","s3",NA,NA
"511","doi:10.18739/A20C4SJ9H","sonar",NA,NA
"512","doi:10.18739/A20C4SJ9H","final",NA,NA
"513","doi:10.18739/A20C4SJ9H","adc.csv",NA,NA
"514","doi:10.18739/A20C4SJ9H","s3",NA,NA
"515","doi:10.18739/A20C4SJ9H","bathy",NA,NA
